SEED,protected_att,target,model_name,method,anon_parameter,SPD,EOD,MAD,PED,PRD,ACC,f1,Precision,Recall,ROC_AUC,CM,ASF,ALF,NCF
16,RAC1P,PINCP,MLP,t-closeness,0.5,0.18677373733222347,0.16168054895318518,0.003635208628096187,0.11943051038581409,0.04956428300537452,0.7173625713427456,0.7186051380207554,0.7163556138572535,0.7208688347533901,0.7173581421120175,"[[11867  4757]
 [ 4652 12014]]",0.01957658157407804,1.005316214988566,0.01908259950619757
17,RAC1P,PINCP,MLP,t-closeness,0.5,0.18897660152947293,0.15705558180159762,-0.005187537145857846,0.13386343492950614,0.024968924044494134,0.7180835085611295,0.7183119728667047,0.7144733699546214,0.7221920453859617,0.718102182611646,"[[11939  4782]
 [ 4603 11966]]",0.02035892870727508,1.1226457596816677,0.019764778787975897
18,RAC1P,PINCP,MLP,t-closeness,0.5,0.20538424811332406,0.17897210033851996,0.008587791350761709,0.147887780384177,0.042309318683874775,0.7119855812556323,0.7278610354223434,0.6909522013256453,0.7689355322338831,0.7118827525749615,"[[10880  5735]
 [ 3853 12822]]",0.02014484209489513,1.1033345714279028,0.01959769747804286
19,RAC1P,PINCP,MLP,t-closeness,0.5,0.21927632791510482,0.19304543713254685,-5.607899221560242e-05,0.159112565850966,0.02154986900353284,0.7174827275458096,0.7233416678923371,0.706893577876157,0.7405734248885676,0.7175422253877162,"[[11590  5098]
 [ 4307 12295]]",0.020231341275813466,1.1221442860261253,0.019666809450834405
20,RAC1P,PINCP,MLP,t-closeness,0.5,0.16775595528274934,0.12027277493417599,0.002043989748766295,0.1304482652846991,0.05144615716478884,0.7028837488735356,0.7308205197986121,0.6629307791053619,0.8142016857679947,0.7039042240376375,"[[ 9972  6827]
 [ 3064 13427]]",0.021184317366115604,1.046976107806271,0.020587179935448223
21,RAC1P,PINCP,MLP,t-closeness,0.5,0.15433169015184373,0.11293510754033964,-0.0036789476618691586,0.09553557025326667,0.06453085891193056,0.7159507359567437,0.7173601147776184,0.7073803348266918,0.7276255154014067,0.7160570725000842,"[[11834  4964]
 [ 4492 12000]]",0.021621283998935734,1.0374131462168983,0.0209510006346307
22,RAC1P,PINCP,MLP,t-closeness,0.5,0.2078581756381498,0.1766400374469803,0.0015673124054982335,0.1464340500707717,0.033378594207258305,0.7200060078101532,0.7283853483696128,0.7109619432277149,0.7466841916596965,0.7198561122629077,"[[11471  5081]
 [ 4240 12498]]",0.020192078596872557,1.092979860503368,0.01966899914829371
23,RAC1P,PINCP,MLP,t-closeness,0.5,0.21512182350528075,0.1737611311735301,0.0016144784591458627,0.15861638732572605,0.052284767843558067,0.7097326524481826,0.7286664981888636,0.6848411274147578,0.7784844303113938,0.7096416617056578,"[[10652  5971]
 [ 3692 12975]]",0.019759264356348664,1.040299616589573,0.01919723989644496
24,RAC1P,PINCP,MLP,t-closeness,0.5,0.17722960462503218,0.14265569454998495,-0.00615610170181391,0.12446859798943546,0.026879069249480247,0.7185641333733854,0.7193649842743747,0.7183536731275425,0.7203791469194313,0.7185615125728857,"[[11913  4708]
 [ 4661 12008]]",0.020288094771049592,1.0592239054478798,0.019739126766431324
25,RAC1P,PINCP,MLP,t-closeness,0.5,0.15917357973123325,0.13437001718567665,0.00856829174125684,0.09372598925308886,0.05987714368198027,0.7205767497747071,0.7235661218424962,0.7170033570881678,0.7302501349649091,0.7205616160112469,"[[11814  4805]
 [ 4497 12174]]",0.020089290138187506,0.966599103522439,0.01958618190871897
26,RAC1P,PINCP,MLP,t-closeness,0.5,0.12867020312204652,0.07990189932927971,0.0028390875556703055,0.08605860350018957,0.06362215968824547,0.7133974166416341,0.7326327588622671,0.6818276653452953,0.7916187246411918,0.714012855197749,"[[10677  6100]
 [ 3441 13072]]",0.020315532878795405,1.1034463492100848,0.019765973826717496
27,RAC1P,PINCP,MLP,t-closeness,0.5,0.20764751051922697,0.17606508562332124,0.004225031070984708,0.15294692288806686,0.034845539563705064,0.7156203063983179,0.7313640362078261,0.694155669270132,0.7727872391460782,0.7155136388339034,"[[10936  5678]
 [ 3789 12887]]",0.020815201115841443,1.0129411556636734,0.02027267502720158
28,RAC1P,PINCP,MLP,t-closeness,0.5,0.14425317265829612,0.12749058944910774,0.01653374894816928,0.07411428437070114,0.07488459961453853,0.7187744067287474,0.7214022140221402,0.7137557413732187,0.7292142943087474,0.7187888126211364,"[[11807  4861]
 [ 4501 12121]]",0.02005366974462741,1.0978226184334967,0.01948927810927972
29,RAC1P,PINCP,MLP,t-closeness,0.5,0.21064512384249068,0.1896824912729369,0.007181315132292365,0.14488533630665384,0.044144535733241064,0.71432862721538,0.7216205140214274,0.6976454607199457,0.7473020492300231,0.7146250660534492,"[[11454  5342]
 [ 4168 12326]]",0.02010883967788204,1.0604487005396175,0.019575315614726013
30,RAC1P,PINCP,MLP,t-closeness,0.5,0.23062526253010612,0.20001378888939958,0.000554281770380638,0.1634442287321418,0.03794498002225388,0.7174526884950435,0.7255004961186016,0.7034919916237478,0.7489305296137856,0.7175432016666543,"[[11454  5239]
 [ 4167 12430]]",0.020256932179158124,1.2218839491747742,0.01970627659929859
31,RAC1P,PINCP,MLP,t-closeness,0.5,0.33142132759498966,0.2626277806866306,-0.031394106058517,0.31957443599454716,0.001191953411653679,0.6682487233403425,0.7123958333333333,0.6250514097701412,0.8281164860446812,0.6694687241527287,"[[ 8568  8205]
 [ 2839 13678]]",0.0015661703594716365,0.33340224715983174,0.0015538213404266959
32,RAC1P,PINCP,MLP,t-closeness,0.5,0.29259982586841177,0.2569280675144713,-0.005830599763983368,0.23767906419646545,0.00992297371624784,0.7082006608591168,0.7281124048365427,0.6772715438687842,0.7872057132481994,0.7087755172073884,"[[10569  6198]
 [ 3516 13007]]",0.02069650821194382,0.9634596204073788,0.020140158455380724
33,RAC1P,PINCP,MLP,t-closeness,0.5,0.1904453656985054,0.17225455604198758,0.0088181905870095,0.11686794145349064,0.056111356989288264,0.7176329227996395,0.7177685702275867,0.7171656566868663,0.7183724983472565,0.7176331892973445,"[[11937  4714]
 [ 4686 11953]]",0.020587493172190056,1.0643077092971436,0.020054476437435007
34,RAC1P,PINCP,MLP,t-closeness,0.5,0.19112146374420252,0.16292557421446474,-0.00487710071175218,0.13295482632726233,0.029917739116937514,0.714598978672274,0.7121868468086395,0.7107443013483282,0.7136352598348713,0.7145890652843045,"[[12034  4784]
 [ 4717 11755]]",0.019765254571361905,1.1575793803634582,0.01923765193308511
35,RAC1P,PINCP,MLP,t-closeness,0.5,0.22082095003929997,0.19066292441511457,-0.004890027439610312,0.16947448409181606,0.008940516919536567,0.7154400720937218,0.7224517300987372,0.700272634329206,0.7460816944024206,0.7156593977529551,"[[11488  5277]
 [ 4196 12329]]",0.02192419375643216,1.2750094160085477,0.02131868511835471
36,RAC1P,PINCP,MLP,t-closeness,0.5,0.1915104678686277,0.16084142677818702,-0.002023681236462571,0.13044982510557415,0.03204340628973401,0.7201562030639832,0.7214114832535885,0.7207217973231358,0.7221024904214559,0.7201492796976446,"[[11912  4674]
 [ 4642 12062]]",0.019547212021792666,1.0710102829338206,0.019018366886820546
37,RAC1P,PINCP,MLP,t-closeness,0.5,0.33116565981788193,0.2581437645547967,-0.03530003830487305,0.3268094261156188,-0.012644833903776798,0.6687894262541304,0.7135359833723045,0.6291002382261316,0.8241507622134198,0.6686305891894619,"[[ 8532  8096]
 [ 2930 13732]]",0.0016041422423073552,0.3182873164165731,0.0015911986203208624
38,RAC1P,PINCP,MLP,t-closeness,0.5,0.3279955859569167,0.25855941612575517,-0.028834444751432153,0.31491506437424654,0.01065543033223637,0.6666566536497447,0.7118934496456111,0.6249145357582387,0.8269996380745567,0.6672994839487192,"[[ 8483  8229]
 [ 2868 13710]]",0.0015528745945536644,0.3430985724330596,0.0015422267387062857
39,RAC1P,PINCP,MLP,t-closeness,0.5,0.19513209256336544,0.1473932279653688,-0.0033741509198691455,0.15033538359907395,0.04455009677050248,0.707479723640733,0.7277454708118989,0.6803450078410873,0.7822454621949754,0.7075111529086815,"[[10537  6115]
 [ 3623 13015]]",0.02121521887234002,1.029870679950599,0.020546485726155996
0,RAC1P,PINCP,KNN,t-closeness,0.5,0.03917234211681414,-0.0659113134957191,-0.07070860990228522,0.06430488129154793,0.03425054312873754,0.6388705316911986,0.6275712515489467,0.6450770602471023,0.6109904692966582,0.6387587578651792,"[[11139  5573]
 [ 6449 10129]]",0.03033120251420603,inf,0.029625874125874127
1,RAC1P,PINCP,KNN,t-closeness,0.5,0.24259182145554137,0.33582078954774014,0.0923814076299736,0.10398005602255297,0.14603790151459728,0.6880144187443676,0.6914255154792323,0.6814641288433382,0.7016824458783091,0.6880651410573086,"[[11268  5439]
 [ 4947 11636]]",0.034037434344071006,inf,0.03319481351981352
2,RAC1P,PINCP,KNN,t-closeness,0.5,0.11408871836770568,0.18511111388281154,0.09061545602069299,-0.011162603053761211,0.17200446816376513,0.6864523881045359,0.6916213661073033,0.6815931986257497,0.7019490254872564,0.686424407417116,"[[11147  5468]
 [ 4970 11705]]",0.03746535632226818,inf,0.03664463869463869
3,RAC1P,PINCP,KNN,t-closeness,0.5,0.3080971971926263,0.27405517056041906,-7.319397340643796e-05,0.2511532998497743,0.012297485184479262,0.7065485130669871,0.7318345274369321,0.6797898923963486,0.7925089179548157,0.7056351511449852,"[[10191  6279]
 [ 3490 13330]]",0.030112563007259868,inf,0.029335780885780885
4,RAC1P,PINCP,KNN,t-closeness,0.5,0.11505389383728792,0.08935580888802519,0.017865294492821926,0.060039392769954514,0.08381840420015108,0.7020426554520877,0.7179458014615975,0.6798061389337642,0.7606193890462132,0.7022110903177512,"[[10747  5946]
 [ 3973 12624]]",0.032364340024127046,inf,0.03132744755244755
5,RAC1P,PINCP,KNN,t-closeness,0.5,-0.016267512377915017,-0.0841706481523331,-0.03472144484927342,-0.019279906203832187,0.07886683122102889,0.6517272454190448,0.635592154890621,0.6641050903119868,0.6094267976613826,0.6515904573371888,"[[11585  5114]
 [ 6480 10111]]",0.02968139886076457,inf,0.028928787878787884
6,RAC1P,PINCP,KNN,t-closeness,0.5,-0.052076805469582266,-0.07053137630320006,0.038505410844689836,-0.10600869685242253,0.1423010484011047,0.6729948933613698,0.6876864815239844,0.6580825829123654,0.7200793078586878,0.6729977219336692,"[[10419  6227]
 [ 4659 11985]]",0.033434752303656334,inf,0.03271486013986014
7,RAC1P,PINCP,KNN,t-closeness,0.5,0.15418933333524037,0.11566250042621451,0.004838228354997476,0.10783046941423902,0.06746142790139942,0.6961550015019525,0.7149178433527804,0.670136320405791,0.7661129568106312,0.696531231915922,"[[10492  6243]
 [ 3872 12683]]",0.032155270673443585,inf,0.03152354312354312
8,RAC1P,PINCP,KNN,t-closeness,0.5,0.011703737572587691,0.004832909017044917,0.03306041123761183,-0.06265939420531558,0.1553085968489325,0.685851607089216,0.682011675991243,0.6953313906627814,0.6691926725938302,0.6859664893427079,"[[11617  4914]
 [ 5544 11215]]",0.032073667009448546,inf,0.03125646853146854
9,RAC1P,PINCP,KNN,t-closeness,0.5,0.21093982503351294,0.18373580327545158,-0.0002699057793377202,0.17368405433621364,0.039616634662072214,0.6721237608891559,0.6944374457601971,0.6504273952488332,0.7448354552005765,0.6720931693601152,"[[ 9972  6666]
 [ 4249 12403]]",0.03220861925402741,inf,0.031547727272727276
10,RAC1P,PINCP,KNN,t-closeness,0.5,0.29657146927958533,0.13872861140696147,-0.09412052429408857,0.36855897236053076,-0.0235951014868504,0.6241814358666267,0.6940851407193682,0.5830663051515899,0.8573240712775596,0.6254352653967721,"[[ 6586 10149]
 [ 2362 14193]]",0.026948171143101565,inf,0.02621544289044289
11,RAC1P,PINCP,KNN,t-closeness,0.5,0.17239034922530366,0.15968264556701783,0.005179068018686284,0.1155138752632042,0.0716969653317524,0.6776509462300991,0.6776218944332623,0.6659580749926188,0.68970156555773,0.6778594024506089,"[[11281  5657]
 [ 5074 11278]]",0.028762605536080958,inf,0.02807156177156177
12,RAC1P,PINCP,KNN,t-closeness,0.5,0.24636884907635098,0.19006739360137836,-0.02955751214655855,0.22035781442860694,0.0028223091359722563,0.6837789125863623,0.6997518610421837,0.6599774035616292,0.7446278985067379,0.6843976790345299,"[[10496  6320]
 [ 4207 12267]]",0.032463015752784305,inf,0.03174358974358974
13,RAC1P,PINCP,KNN,t-closeness,0.5,0.31428506777809356,0.3310109376618859,0.03131213242403663,0.23248981729908322,0.04766802748182808,0.6879543406428357,0.7091988130563798,0.6659831756046267,0.7584121662076398,0.6877122321272104,"[[10235  6353]
 [ 4035 12667]]",0.036004953126966895,inf,0.03478682983682984
14,RAC1P,PINCP,KNN,t-closeness,0.5,0.02859727892574293,0.008424060654572574,0.024468754923842928,-0.03552758203393053,0.14776565495311733,0.6749474316611596,0.6755030437520616,0.6731010577899958,0.6779222342602624,0.6749529616971737,"[[11206  5470]
 [ 5351 11263]]",0.03667268836588944,inf,0.03576538461538462
15,RAC1P,PINCP,KNN,t-closeness,0.5,0.25186902680292345,0.2515000735388781,-0.013728789621264004,0.18165426737861912,-0.02230427619563713,0.6808951637128267,0.6506166748889985,0.7223398816913752,0.5918501675442795,0.6812550391346686,"[[12776  3802]
 [ 6821  9891]]",0.029719058974531202,inf,0.029016666666666666
16,RAC1P,PINCP,KNN,t-closeness,0.5,0.08279873263673515,0.03580784404706994,-0.030968722592914166,0.050252446425460257,0.0686916097348077,0.6696905977771103,0.6416606921723261,0.7022111269614836,0.5907236289451578,0.6697903515274394,"[[12449  4175]
 [ 6821  9845]]",0.03147719696064094,inf,0.03083974358974359
17,RAC1P,PINCP,KNN,t-closeness,0.5,0.1999310259961713,0.18950803095491386,0.013096865304540461,0.13729516572223174,0.057072530535776655,0.6938119555422049,0.7026112326768782,0.6800519597876427,0.7267185708250347,0.6939615221208482,"[[11056  5665]
 [ 4528 12041]]",0.03204366654657722,inf,0.03123187645687646
18,RAC1P,PINCP,KNN,t-closeness,0.5,0.18090183449541003,0.2165081489928412,0.06888978538056068,0.08291269818839553,0.12114734795110238,0.6888855512165816,0.7159430624502894,0.6596583442838371,0.7827286356821589,0.6887161083917867,"[[ 9881  6734]
 [ 3623 13052]]",0.03174958876205216,inf,0.03095337995337995
19,RAC1P,PINCP,KNN,t-closeness,0.5,0.10828900637999517,0.03849037651093079,-0.06738885898805502,0.11387263891876923,0.007632831190590661,0.6308801441874436,0.5910543130990416,0.6604194556001785,0.5348753162269606,0.6306327683723489,"[[12122  4566]
 [ 7722  8880]]",0.03072280374285436,inf,0.030025641025641026
20,RAC1P,PINCP,KNN,t-closeness,0.5,-0.1010883162949428,-0.14112183765916664,-0.003974222165487595,-0.12590604952950707,0.13704658202173348,0.6461099429258036,0.6193660947949986,0.6628630705394191,0.5812261233400037,0.6455151391746151,"[[11924  4875]
 [ 6906  9585]]",0.034553584450972376,inf,0.03375687645687645
21,RAC1P,PINCP,KNN,t-closeness,0.5,0.12747668527914602,0.10320831889192694,0.02941536485951124,0.06470776078253088,0.10673278203862857,0.693541604085311,0.7179274496792745,0.6598393982516771,0.7872301722047053,0.6943949408469651,"[[10105  6693]
 [ 3509 12983]]",0.0307805892527943,inf,0.029888053613053616
22,RAC1P,PINCP,KNN,t-closeness,0.5,-0.017325216520563347,-0.019827592659301785,0.02350001163874449,-0.09045631388265127,0.16727558272174559,0.6840793030940222,0.6578390864430491,0.7221944424601757,0.6040148165850161,0.6845291579300141,"[[12663  3889]
 [ 6628 10110]]",0.03368174659072992,inf,0.03293706293706294
23,RAC1P,PINCP,KNN,t-closeness,0.5,0.09247524414214042,0.009931764648745789,-0.05263678416423401,0.08526158477781753,0.04654601915485945,0.6629318113547612,0.6507516573811821,0.6761091708705212,0.627227455450891,0.662979064908866,"[[11615  5008]
 [ 6213 10454]]",0.02911999632086698,inf,0.028403729603729604
24,RAC1P,PINCP,KNN,t-closeness,0.5,-0.08309807730860008,-0.17941353695947004,-0.05402289085640888,-0.07048305089313844,0.08692910834473477,0.6651547011114449,0.6405469027119409,0.692511504671594,0.595836582878397,0.665254793454721,"[[12211  4410]
 [ 6737  9932]]",0.03135148434036465,inf,0.03059125874125874
25,RAC1P,PINCP,KNN,t-closeness,0.5,0.15838106711705852,0.11672431411780793,-0.00304546100222014,0.11366254780016632,0.05358163930990445,0.7015920696905977,0.7139813428538524,0.6865068379380986,0.7437466258772719,0.7015261199667364,"[[10957  5662]
 [ 4272 12399]]",0.031980751039771826,inf,0.0313
26,RAC1P,PINCP,KNN,t-closeness,0.5,-0.09960475927667745,-0.15699903187836495,-0.006596993733586243,-0.12242223986382589,0.13245801037722682,0.671583057975368,0.6576912238955509,0.6808634772462077,0.6360443287107128,0.6713034422953934,"[[11854  4923]
 [ 6010 10503]]",0.03372757407460651,inf,0.0329291958041958
27,RAC1P,PINCP,KNN,t-closeness,0.5,0.09060673017716347,0.07585181938976548,0.04538779706912899,0.02749850016783323,0.10653843666138108,0.6988585160708921,0.7336822251148952,0.6586063814565746,0.8280762772847206,0.6986174091371238,"[[ 9456  7158]
 [ 2867 13809]]",0.033661312238856,inf,0.03287604895104896
28,RAC1P,PINCP,KNN,t-closeness,0.5,0.042631717708392025,0.05672750424397632,0.00513196224486423,-0.023407518478327533,0.14813260043477428,0.6427756082907781,0.5792527596943108,0.7031437897268511,0.4924798459872458,0.642568216730124,"[[13212  3456]
 [ 8436  8186]]",0.030595609891826633,inf,0.029782634032634033
29,RAC1P,PINCP,KNN,t-closeness,0.5,-0.0884748450604998,-0.08072327326511386,0.03939073819869543,-0.1599641393442623,0.19393260787525335,0.6629318113547612,0.634578434884554,0.6854991908815873,0.5906996483569783,0.6622824271792036,"[[12326  4470]
 [ 6751  9743]]",0.036296930458079336,inf,0.03555623543123543
30,RAC1P,PINCP,KNN,t-closeness,0.5,0.11772964402074798,0.14291517768372708,0.0524970243634193,0.027129361449496292,0.1500602349334702,0.6697506758786422,0.6783310901749664,0.6593481599453956,0.6984394770139182,0.6698331692863277,"[[10704  5989]
 [ 5005 11592]]",0.032801719330799575,inf,0.03204131701631702
31,RAC1P,PINCP,KNN,t-closeness,0.5,0.5141977695132173,0.4928452621721623,-0.026806142385559006,0.4698189309145464,-0.09242427671154296,0.6674677080204265,0.7015850765581195,0.6323436512950095,0.7878549373372888,0.6683864205556056,"[[ 9207  7566]
 [ 3504 13013]]",0.0028041838674084277,inf,0.002788228438228438
32,RAC1P,PINCP,KNN,t-closeness,0.5,0.23496052215120072,0.22344532982830856,0.021599785398702998,0.16491068797761022,0.06922785215508886,0.6981976569540402,0.7196159964278738,0.6676851372345934,0.7803062397869637,0.6987950952021239,"[[10350  6417]
 [ 3630 12893]]",0.02913460674992477,inf,0.028447902097902097
33,RAC1P,PINCP,KNN,t-closeness,0.5,0.18438328974674323,0.11157399390698519,-0.02481581230918506,0.17782848326114448,0.04464550531428968,0.657224391709222,0.6924341661949812,0.6277489981428991,0.7719814892721918,0.6572657431346847,"[[ 9034  7617]
 [ 3794 12845]]",0.033824389347419305,inf,0.03310081585081585
34,RAC1P,PINCP,KNN,t-closeness,0.5,-0.03898739045392807,-0.08676386554507043,0.0161287894126233,-0.07551972281449892,0.12017612496717234,0.6882547311504956,0.7013181373395498,0.6667396300755172,0.7396794560466246,0.6887837166069726,"[[10728  6090]
 [ 4288 12184]]",0.03298952683689981,inf,0.032138286713286716
35,RAC1P,PINCP,KNN,t-closeness,0.5,0.23789864351843276,0.2374496695221492,0.025764563999834844,0.17558731590633125,0.06174179413316028,0.6812556323220186,0.7084810022253358,0.6487873603703331,0.7802723146747352,0.681964370877481,"[[ 9785  6980]
 [ 3631 12894]]",0.031169562218782528,inf,0.03032948717948718
36,RAC1P,PINCP,KNN,t-closeness,0.5,0.10106497801193515,0.09487919936856815,0.020725075888439082,0.043307979804900476,0.1096408964976523,0.6604986482427155,0.666489612842304,0.6571810986964618,0.6760656130268199,0.6604432731720378,"[[10695  5891]
 [ 5411 11293]]",0.03146640810834161,inf,0.030715909090909092
37,RAC1P,PINCP,KNN,t-closeness,0.5,0.06343235892429339,-0.00113889048895921,-0.039662503783770564,0.04993339291232601,0.05657120198420218,0.664854310603785,0.6467403349903429,0.6844715501641981,0.6129516264554075,0.6649073744497388,"[[11920  4708]
 [ 6449 10213]]",0.0029630735088955105,inf,0.002943473193473193
38,RAC1P,PINCP,KNN,t-closeness,0.5,0.326561934919379,0.2574923569144135,-0.028600972544600145,0.3129890170565853,0.010853110245997555,0.6671072394112346,0.7118714575425095,0.6255711935660757,0.8257932199300277,0.6677434266237022,"[[ 8518  8194]
 [ 2888 13690]]",0.0026949595479514726,inf,0.0026777972027972026
39,RAC1P,PINCP,KNN,t-closeness,0.5,0.1607492857518426,0.19779449211921352,0.07716162941901372,0.06186845685940989,0.13968970898056476,0.678311805346951,0.7115265468846806,0.6447156455943374,0.7937853107344632,0.6783603469358119,"[[ 9374  7278]
 [ 3431 13207]]",0.035613712841777175,inf,0.03467925407925409
0,SEX,PINCP,XGBoost,k-anonymity,10,0.2299233169765803,0.16955463799105341,0.021704175900294165,0.13019925507681468,0.07923850215019668,0.7538600180234305,0.7571572520893841,0.7442321137264041,0.7705392689106044,0.7539268867291173,"[[12322  4390]
 [ 3804 12774]]",0.15070994963938888,2.9474039691697747,0.10087203
1,SEX,PINCP,XGBoost,k-anonymity,10,0.23782938094722977,0.1803340807520024,0.012609661103078595,0.1504853853368186,0.04741420605039848,0.7534094322619406,0.7532092715629979,0.7510191846522781,0.7554121690888259,0.7534168644570245,"[[12554  4153]
 [ 4056 12527]]",0.14836406098418958,2.612335174809015,0.10211797
2,SEX,PINCP,XGBoost,k-anonymity,10,0.24302340549394524,0.17936031984007994,0.011275532526513254,0.15570888620119655,0.05130885071048019,0.7522379092820667,0.7538792074480783,0.7502524202648928,0.7575412293853073,0.7522283336213326,"[[12410  4205]
 [ 4043 12632]]",0.144495880963667,2.5827693526132594,0.0986349
3,SEX,PINCP,XGBoost,k-anonymity,10,0.24610660997459144,0.1871122716167697,0.019179175882227395,0.15541181279735453,0.051670050866748585,0.7559627515770502,0.7612554366991889,0.7526731752673175,0.7700356718192628,0.7558132214591153,"[[12214  4256]
 [ 3868 12952]]",0.15115402008890663,2.3992902282093156,0.10189389
4,SEX,PINCP,XGBoost,k-anonymity,10,0.24814226359153446,0.18553065826255533,0.01850389191307622,0.15367176841358318,0.06344721153821353,0.7548212676479423,0.7586920529801324,0.744819179195449,0.7730915225643189,0.7548738029762827,"[[12297  4396]
 [ 3766 12831]]",0.1569369426050642,2.627264011231319,0.10520171
5,SEX,PINCP,XGBoost,k-anonymity,10,0.24880462586810198,0.17279013566305668,0.007728299361704716,0.16571979519817823,0.05704556767797764,0.7521778311805347,0.7565509915014165,0.7411111753483263,0.7726478211078296,0.7522440255308596,"[[12221  4478]
 [ 3772 12819]]",0.15311211546760697,2.7998445417311517,0.1048513
6,SEX,PINCP,XGBoost,k-anonymity,10,0.24224996805271315,0.17760469682074298,0.01690446933725187,0.14695662901262174,0.06035709748525098,0.7596575548212676,0.7629263089276719,0.7526454253142356,0.773491949050709,0.7596583859154783,"[[12415  4231]
 [ 3770 12874]]",0.14683768292437507,2.4125982251427955,0.100437775
7,SEX,PINCP,XGBoost,k-anonymity,10,0.2578236605088025,0.20988205162224205,0.020791429680013573,0.16419275415223755,0.045085594025220166,0.7535596275157705,0.7543565482963052,0.7479071424330582,0.760918151615826,0.7535992012934224,"[[12489  4246]
 [ 3958 12597]]",0.1605286968660403,3.115598678588867,0.10681359
8,SEX,PINCP,XGBoost,k-anonymity,10,0.24956793565065621,0.1898359281484271,0.019424497544736297,0.15833670862725124,0.055344755560933434,0.7536797837188345,0.7586957801188865,0.7484758752830517,0.7691986395369652,0.7535727636012816,"[[12199  4332]
 [ 3868 12891]]",0.14972630471020063,2.2809858322143555,0.10201163
9,SEX,PINCP,XGBoost,k-anonymity,10,0.24734172452321218,0.18327287210736132,0.01304753303466133,0.16226316391035614,0.0524691906070498,0.7508861519975969,0.7547538074818867,0.7435180329779176,0.7663343742493394,0.7508796525652275,"[[12236  4402]
 [ 3891 12761]]",0.14796971938862385,3.432678699493408,0.10266015
10,SEX,PINCP,XGBoost,k-anonymity,10,0.247044793377039,0.19143851749862728,0.018421767991880333,0.15077657150978263,0.05697399396764524,0.7550916191048362,0.7555835356896603,0.7500297583620997,0.7612201751736636,0.7551245781754184,"[[12535  4200]
 [ 3953 12602]]",0.1497724525667848,2.9563851482131756,0.102607064
11,SEX,PINCP,XGBoost,k-anonymity,10,0.24890075022531333,0.18804684913490877,0.014004771935605786,0.15197374074400735,0.0576903598908729,0.757404626013818,0.7551540140674267,0.7487974987974988,0.761619373776908,0.7574775343320719,"[[12760  4178]
 [ 3898 12454]]",0.14801797961199747,3.299735775505809,0.10145587
12,SEX,PINCP,XGBoost,k-anonymity,10,0.26051573082054824,0.2082005210926312,0.0178489942471588,0.1697272701702433,0.04873509627960659,0.749954941423851,0.7508828634704017,0.7405548996458088,0.7615029743838776,0.7500723720634898,"[[12421  4395]
 [ 3929 12545]]",0.14642486302148952,2.7877673155887073,0.1000036
13,SEX,PINCP,XGBoost,k-anonymity,10,0.24228083425262997,0.18972794498398327,0.021697655509738012,0.14946973986884185,0.052989130091452785,0.7559026734755182,0.7596853374341989,0.7505843852267414,0.7690096994371931,0.7558576348644851,"[[12320  4268]
 [ 3858 12844]]",0.1480179319956295,2.4431111947655304,0.10037505
14,SEX,PINCP,XGBoost,k-anonymity,10,0.24185393489564333,0.18379660187297053,0.01650680337896171,0.153751922101973,0.05307664352052055,0.7531691198558126,0.756425077812361,0.7452251620816541,0.7679667750090285,0.7531966280897866,"[[12314  4362]
 [ 3855 12759]]",0.14944079681615446,2.4896188933981493,0.100909986
15,SEX,PINCP,XGBoost,k-anonymity,10,0.2356063488200663,0.17818236650732455,0.018442275778333572,0.1410652189845974,0.05975403102976329,0.7548212676479423,0.7568952165366057,0.7535286442889337,0.7602920057443753,0.7547991576556357,"[[12422  4156]
 [ 4006 12706]]",0.1457891947078925,2.544861974649091,0.10050464
16,SEX,PINCP,XGBoost,k-anonymity,10,0.2641749563011543,0.21177200960853781,0.020140387768210588,0.17000020222962559,0.04577869250903088,0.7530489636527485,0.7549116059982709,0.7501925697695088,0.7596903876155047,0.7530405739809958,"[[12408  4216]
 [ 4005 12661]]",0.14461331373933656,2.8838188283874526,0.10028417
17,SEX,PINCP,XGBoost,k-anonymity,10,0.24621512473673923,0.1846249806578124,0.012715150067669878,0.15863729891913383,0.048676636029184595,0.7549714629017723,0.7569065713008494,0.7476156835040622,0.7664312873438349,0.7550235498976217,"[[12434  4287]
 [ 3870 12699]]",0.15665483575516387,2.742890803208194,0.106609486
18,SEX,PINCP,XGBoost,k-anonymity,10,0.23773690706653544,0.1801678431049445,0.013835721416478597,0.15203199405881967,0.046777493842934614,0.7528086512466206,0.754497449207912,0.7507124198527666,0.7583208395802099,0.752798698453963,"[[12416  4199]
 [ 4030 12645]]",0.14574681140312534,2.2913492452741697,0.10057621
19,SEX,PINCP,XGBoost,k-anonymity,10,0.2502828470494442,0.19806260613570592,0.021267702639669483,0.1530665778685958,0.06193182027862354,0.7496845899669571,0.7508148679764362,0.7455312073163489,0.7561739549451874,0.749701311125518,"[[12403  4285]
 [ 4048 12554]]",0.15346471046307023,3.0944494074318047,0.10334359
20,SEX,PINCP,XGBoost,k-anonymity,10,0.2353023516237402,0.17713183515699038,0.014118947081643296,0.15005867397814743,0.05336471582465685,0.7515470111144488,0.753214978367895,0.7414238721804511,0.7653871808865442,0.7516738868894892,"[[12397  4402]
 [ 3869 12622]]",0.1491149981756127,2.3406991958618164,0.10079011
