SEED,protected_att,target,method,k_parameter,anon_parameter,SPD,EOD,MAD,PED,PRD,ACC,f1,Precision,Recall,ROC_AUC,CM,ASF,ALF,NCF
1,SEX,PINCP,k-anonymity,7,7,0.2310964298343811,0.17295876681654276,0.01788581120093813,0.1438793480683248,0.05839819801526247,0.7536497446680684,0.7579040590405904,0.7423664122137404,0.7741060121811494,0.753725658272295,"[[12252  4455]
 [ 3746 12837]]",0.18694949,2.6643264293670654,0.1130573
1,SEX,PINCP,l-diversity,7,2,0.4745494061140999,0.5541982765203591,0.07320945644603272,0.31877866985788106,0.048599185934208866,0.6656052868729349,0.6205862304021813,0.7136474092655013,0.5489959597177833,0.665172547405429,"[[13054  3653]
 [ 7479  9104]]",0.014463385,1.0046764612197876,0.013022408
0,SEX,PINCP,t-closeness,7,0.5,0.18803026256868682,0.13161619903459232,0.04043889009756341,0.11467422847734382,0.12392129674804919,0.7051066386302193,0.7321930327086232,0.6683599780865581,0.8095065749788877,0.705525187920272,"[[10053  6659]
 [ 3158 13420]]",0.022136644,1.1512302088944575,0.019772684
1,SEX,PINCP,k-anonymity,8,8,0.23511891770890747,0.17498551995801015,0.016176130496113994,0.15028870082597046,0.055128840198836015,0.7531991589065785,0.7578544061302682,0.7411656194154609,0.7753120665742025,0.7532812203344467,"[[12217  4490]
 [ 3726 12857]]",0.18649268,2.7578206062316895,0.1127722
1,SEX,PINCP,l-diversity,8,2,0.466296827183184,0.5439227739142534,0.07283433922190019,0.3119898767544328,0.05717797621229026,0.6657855211775308,0.6224891422366993,0.711692140584995,0.5531568473738165,0.6653675539915709,"[[12991  3716]
 [ 7410  9173]]",0.014432567,1.0218073523611446,0.01299705
0,SEX,PINCP,t-closeness,8,0.5,0.18803026256868682,0.13161619903459232,0.04043889009756341,0.11467422847734382,0.12392129674804919,0.7051066386302193,0.7321930327086232,0.6683599780865581,0.8095065749788877,0.705525187920272,"[[10053  6659]
 [ 3158 13420]]",0.022298712,1.1521072005182722,0.019890884
1,SEX,PINCP,k-anonymity,9,9,0.23104515260758796,0.17249786534451328,0.016602940659488086,0.14501070476778574,0.05753071216670824,0.7523580654851306,0.7562389118864578,0.7418924406799327,0.7711511789181692,0.7524278070924119,"[[12258  4449]
 [ 3795 12788]]",0.18484052,2.781206361634598,0.112016045
1,SEX,PINCP,l-diversity,9,2,0.4673596593182262,0.5461565788286242,0.07364709320752072,0.3122053939958121,0.058785297784221924,0.6653950135175728,0.6218299100322526,0.711466749533872,0.5522523065790267,0.6649751387447118,"[[12993  3714]
 [ 7425  9158]]",0.014639253,0.9984284954921517,0.01318468
0,SEX,PINCP,t-closeness,9,0.5,0.16628188274729788,0.12091448547167472,0.029026935250559438,0.07335553387747401,0.12677386933009238,0.7169720636827877,0.7226866023075111,0.7056558225083343,0.7405597780190614,0.7170666290765484,"[[11591  5121]
 [ 4301 12277]]",0.036207214,1.9030091091672778,0.03232903
1,SEX,PINCP,k-anonymity,10,10,0.23375984526821175,0.174231154289488,0.015282475253134975,0.14929285853572472,0.05525562777994786,0.7515470111144488,0.7554188721648875,0.7411512127190437,0.7702466381233793,0.7516164057918029,"[[12246  4461]
 [ 3810 12773]]",0.18757288,2.786285930423512,0.11297778
1,SEX,PINCP,l-diversity,10,2,0.4735952556726448,0.552276452750393,0.07349712946035736,0.31907288411805945,0.05553184724972182,0.665004505857615,0.6218379111563241,0.7103897110095297,0.5529156364952059,0.664588541896373,"[[12969  3738]
 [ 7414  9169]]",0.014050017,0.9505274220477623,0.01266925
0,SEX,PINCP,t-closeness,10,0.5,0.008818117953019566,-0.04927824267670744,0.014245845800864743,-0.0623885841876432,0.1710741944881562,0.6897566836887954,0.6951053905650352,0.6806776133209991,0.7101580407769332,0.6898384746728132,"[[11189  5523]
 [ 4805 11773]]",0.02100423,1.1017572677292036,0.018692037
1,SEX,PINCP,k-anonymity,25,25,0.25724120024859604,0.19807176245426972,0.01496559392069341,0.17477004626641846,0.04529513137532071,0.7494442775608291,0.7540471205732315,0.737795729948067,0.771030573478864,0.7495243847223134,"[[12163  4544]
 [ 3797 12786]]",0.14618066,2.85072660446167,0.09845551
0,SEX,PINCP,t-closeness,25,0.5,0.22143060065416598,0.16317242479308014,0.021907246254010748,0.14550303160247385,0.09951373855235801,0.7145689396215079,0.7271892047085845,0.6938417707648477,0.7639039691156955,0.714766728454449,"[[11124  5588]
 [ 3914 12664]]",0.03591389,1.5143704902374133,0.032045938
1,SEX,PINCP,l-diversity,25,2,0.15839797435975989,0.11737893281411427,0.02500476035939614,0.07292366969537989,0.11000850658971317,0.7180234304595975,0.7216769946926794,0.7098693420438638,0.7338840981728276,0.7180822897041189,"[[11733  4974]
 [ 4413 12170]]",0.036117956,1.2664729001063553,0.032081433
1,SEX,PINCP,k-anonymity,50,50,0.22791078919303076,0.16707680624753063,0.015032812816161756,0.14576175057920074,0.059153837758150085,0.7493541604085311,0.754414881092536,0.7368481573046628,0.7728396550684435,0.7494413155332641,"[[12130  4577]
 [ 3767 12816]]",0.1162596,2.864313840866089,0.08272059
0,SEX,PINCP,t-closeness,50,0.5,0.22691789165788234,0.16873847190569324,0.02284713303062258,0.151472977704817,0.09861281936715127,0.7141784319615501,0.7277928765555715,0.6921695597758067,0.7672819399203764,0.7143913289836443,"[[11055  5657]
 [ 3858 12720]]",0.03432589,1.1164413290933948,0.030667096
1,SEX,PINCP,l-diversity,50,2,0.1666813702352236,0.1229789890742462,0.024234300596791325,0.0842597692250549,0.10553037558893508,0.7178732352057675,0.7234881940764294,0.7068400161076914,0.7409395163721884,0.7179588346211214,"[[11611  5096]
 [ 4296 12287]]",0.035330545,1.0747934267307102,0.031271752
1,SEX,PINCP,k-anonymity,75,75,0.21718401629014417,0.157176577434194,0.014911045217675611,0.1342083927236597,0.06395469149391964,0.7486031841393812,0.752798700339684,0.7377836961556276,0.7684375565337996,0.7486767898787989,"[[12178  4529]
 [ 3840 12743]]",0.114659704,2.278971664582467,0.08134552
0,SEX,PINCP,t-closeness,75,0.5,0.17145505822792256,0.12985602921152883,0.03014074383782872,0.0745742759129761,0.12665352701011445,0.7179333133072995,0.721546764723326,0.709636024265049,0.733864157316926,0.7179971815785204,"[[11734  4978]
 [ 4412 12166]]",0.034298185,1.2132176433949444,0.030612707
1,SEX,PINCP,l-diversity,75,2,0.1607142337502297,0.11721688311021938,0.024568967192244662,0.07854899759962486,0.1083510619687077,0.7166716731751277,0.722555594775856,0.7053350944696491,0.7406380027739251,0.716760612687615,"[[11576  5131]
 [ 4301 12282]]",0.034727804,1.1281129153673233,0.030720964
1,SEX,PINCP,k-anonymity,100,100,0.24804041737168336,0.17934460870082247,0.003828783948004788,0.17993701917050092,0.042757911999725784,0.7402823670772004,0.7454213532771922,0.7283503078427987,0.7633118253633239,0.7403678298421336,"[[11986  4721]
 [ 3925 12658]]",0.070368856,2.5447182669729105,0.05824316
1,SEX,PINCP,l-diversity,100,2,0.23919826781659964,0.17640996673589515,0.003485134348774177,0.16561600439681867,0.044274396624441104,0.7392910784019225,0.7393302297642289,0.7364767831498324,0.7422058734848942,0.7393018952628276,"[[12303  4404]
 [ 4275 12308]]",0.04580554,1.8164888784323563,0.04038891
0,SEX,PINCP,t-closeness,100,0.5,0.1659705887510845,0.12197118217205571,0.030405070263543332,0.07080881203120448,0.12798356270941125,0.7183238209672574,0.7236939034092583,0.7074140215450199,0.7407407407407407,0.718413692534085,"[[11633  5079]
 [ 4298 12280]]",0.033608075,1.036312186332134,0.030024994
2,SEX,PINCP,k-anonymity,1,1,0.2025005875780575,0.09490254872563719,-0.0102176389124925,0.12142105491190461,0.027633610915630547,0.8062180835085612,0.8088875722115242,0.7992974238875878,0.8187106446776612,0.8061955269731972,"[[13187  3428]
 [ 3023 13652]]",4.151489,0.5565233585111209,0.2236865
0,SEX,PINCP,t-closeness,1,0.55,0.21608757649014676,0.1092345591691205,-0.0021668096529672276,0.1239002592290849,0.03831508219844626,0.8079303094022229,0.8114309307538045,0.7938257357184074,0.8298347207141995,0.8080181262738062,"[[13139  3573]
 [ 2821 13757]]",4.159372,0.5924115211443634,0.22376125
2,SEX,PINCP,l-diversity,1,2,0.2025005875780575,0.09490254872563719,-0.0102176389124925,0.12142105491190461,0.027633610915630547,0.8062180835085612,0.8088875722115242,0.7992974238875878,0.8187106446776612,0.8061955269731972,"[[13187  3428]
 [ 3023 13652]]",4.151489,0.5565233585111209,0.2236865
2,SEX,PINCP,k-anonymity,2,2,0.21385747706637637,0.14842578710644683,0.017051225959017757,0.11996338569927364,0.06795135315177891,0.7629017723039951,0.7667070611533119,0.7559156078797062,0.7778110944527736,0.7628748520714064,"[[12427  4188]
 [ 3705 12970]]",0.24356374,2.291140785803253,0.13649088
0,SEX,PINCP,t-closeness,2,0.55,0.23199713923219395,0.17484920929697267,0.03126424690206475,0.12058393401399217,0.08256062775609874,0.7668068489035746,0.7714546471575352,0.753464834090517,0.7903245264808783,0.7669011335132968,"[[12425  4287]
 [ 3476 13102]]",0.2551287,2.548157065024958,0.14002942
2,SEX,PINCP,k-anonymity,3,3,0.2121633720110357,0.14867566216891548,0.017183349664990133,0.11591165276189763,0.06821786100585192,0.7634725142685491,0.765822031881989,0.7596318366865302,0.7721139430284858,0.7634569113276645,"[[12541  4074]
 [ 3800 12875]]",0.24204947,2.5525598526000977,0.13651882
0,SEX,PINCP,t-closeness,3,0.55,0.21920299794899595,0.16418046936855357,0.02688334893420663,0.10776395140342579,0.0851926320708215,0.7628116551516972,0.7636069696425364,0.7580242510699001,0.7692725298588491,0.7628375574138669,"[[12641  4071]
 [ 3825 12753]]",0.2484014,3.2209086933232776,0.1381656
2,SEX,PINCP,k-anonymity,4,4,0.22570753437783625,0.16716641679160416,0.016710249892427975,0.1303707032721553,0.06380615192871963,0.7555722439170922,0.756282385359571,0.7554451890856869,0.7571214392803598,0.7555694466940469,"[[12528  4087]
 [ 4050 12625]]",0.19024226,2.503504649500283,0.11592008
