SEED,protected_att,target,method,anon_parameter,threshold_target,SPD,EOD,MAD,PED,PRD,ACC,f1,Precision,Recall,ROC_AUC,CM,ASF,ALF,NCF
14,RAC1P,PINCP,t-closeness,0.5,7000,0.0,0.0,0.03375704323861117,0.0,0.03375704323861117,0.8946530489636527,0.94439776132418,0.8946530489636527,1.0,0.5,"[[    0  3507]
 [    0 29783]]",0.007171199,0.7219015894193266,0.0069545526
15,RAC1P,PINCP,t-closeness,0.5,7000,0.0,0.0,0.025933038251554352,0.0,0.025933038251554352,0.8994592970862121,0.9470687773789003,0.8994592970862121,1.0,0.5,"[[    0  3347]
 [    0 29943]]",0.007077959,1.2652337551116943,0.006875506
16,RAC1P,PINCP,t-closeness,0.5,7000,0.0,0.0,0.028635111377999234,0.0,0.028635111377999234,0.8960048062481225,0.9451503533065053,0.8960048062481225,1.0,0.5,"[[    0  3462]
 [    0 29828]]",0.007199533,1.006712794303894,0.007008509
17,RAC1P,PINCP,t-closeness,0.5,7000,0.0,0.0,0.03054098855923104,0.0,0.03054098855923104,0.8960648843496546,0.9451837769328264,0.8960648843496546,1.0,0.5,"[[    0  3460]
 [    0 29830]]",0.007334583,0.7556589841842651,0.0071026124
18,RAC1P,PINCP,t-closeness,0.5,7000,0.0,0.0,0.02377677032233516,0.0,0.02377677032233516,0.8937819164914389,0.9439121883129243,0.8937819164914389,1.0,0.5,"[[    0  3536]
 [    0 29754]]",0.0071734725,0.9145658764369331,0.0069628377
19,RAC1P,PINCP,t-closeness,0.5,7000,0.0,0.0,0.026228131389219866,0.0,0.026228131389219866,0.8967257434665065,0.9455512970764309,0.8967257434665065,1.0,0.5,"[[    0  3438]
 [    0 29852]]",0.0075089186,1.1277947425842285,0.007274509
20,RAC1P,PINCP,t-closeness,0.5,7000,0.0,0.0,0.018680521087151014,0.0,0.018680521087151014,0.8968158606188045,0.9456013936178637,0.8968158606188045,1.0,0.5,"[[    0  3435]
 [    0 29855]]",0.007665654,1.1192607879638672,0.007417783
21,RAC1P,PINCP,t-closeness,0.5,7000,0.0,0.0,0.03756581878535392,0.0,0.03756581878535392,0.8921598077500751,0.9430068264803937,0.8921598077500751,1.0,0.5,"[[    0  3590]
 [    0 29700]]",0.0080125015,1.0713320970535278,0.00774613
22,RAC1P,PINCP,t-closeness,0.5,7000,0.0,0.0,0.024440953708133484,0.0,0.024440953708133484,0.8973265244818264,0.9458851841296982,0.8973265244818264,1.0,0.5,"[[    0  3418]
 [    0 29872]]",0.0076683788,1.108131766319275,0.007453831
23,RAC1P,PINCP,t-closeness,0.5,7000,0.0,0.0,0.027800694974563167,0.0,0.027800694974563167,0.8921898468008411,0.943023606546967,0.8921898468008411,1.0,0.5,"[[    0  3589]
 [    0 29701]]",0.007167383,1.0860179662704468,0.006944492
24,RAC1P,PINCP,t-closeness,0.5,7000,0.0,0.0,0.020998435592088027,0.0,0.020998435592088027,0.90015019525383,0.947451625142279,0.90015019525383,1.0,0.5,"[[    0  3324]
 [    0 29966]]",0.007414868,0.9784808978541277,0.0071822642
25,RAC1P,PINCP,t-closeness,0.5,7000,0.0,0.0,0.02806088294246578,0.0,0.02806088294246578,0.8983478522078703,0.9464523071080448,0.8983478522078703,1.0,0.5,"[[    0  3384]
 [    0 29906]]",0.0073127835,0.9109418392181396,0.0071086497
26,RAC1P,PINCP,t-closeness,0.5,7000,0.0,0.0,0.027958163251325496,0.0,0.027958163251325496,0.8947732051667168,0.9444647018723148,0.8947732051667168,1.0,0.5,"[[    0  3503]
 [    0 29787]]",0.0072397343,0.8589526883583233,0.007046264
27,RAC1P,PINCP,t-closeness,0.5,7000,0.0,0.0,0.027638003652467713,0.0,0.027638003652467713,0.8957044157404626,0.9449832033973505,0.8957044157404626,1.0,0.5,"[[    0  3472]
 [    0 29818]]",0.007350794,0.9958100914955139,0.007121643
28,RAC1P,PINCP,t-closeness,0.5,7000,0.0,0.0,0.02227692929559899,0.0,0.02227692929559899,0.8980775007509763,0.9463022457150996,0.8980775007509763,1.0,0.5,"[[    0  3393]
 [    0 29897]]",0.007300309,1.1239038781939343,0.0070758555
29,RAC1P,PINCP,t-closeness,0.5,7000,0.0,0.0,0.027823364052638078,0.0,0.027823364052638078,0.8951937518774407,0.9446989269467911,0.8951937518774407,1.0,0.5,"[[    0  3489]
 [    0 29801]]",0.0070673726,0.9797173738479614,0.006862279
30,RAC1P,PINCP,t-closeness,0.5,7000,0.0,0.0,0.03722037324947436,0.0,0.03722037324947436,0.8935115650345449,0.9437614023954946,0.8935115650345449,1.0,0.5,"[[    0  3545]
 [    0 29745]]",0.0073866835,0.7218730138560362,0.0071687703
31,RAC1P,PINCP,t-closeness,0.5,7000,0.0,0.0,0.03128054961528426,0.0,0.03128054961528426,0.8935416040853109,0.9437781585125959,0.8935416040853109,1.0,0.5,"[[    0  3544]
 [    0 29746]]",0.007219715,0.8855929526587862,0.006996704
32,RAC1P,PINCP,t-closeness,0.5,7000,0.0,0.0,0.025555067737469517,0.0,0.025555067737469517,0.8947431661159507,0.9444479675312322,0.8947431661159507,1.0,0.5,"[[    0  3504]
 [    0 29786]]",0.0069777733,0.7530794143676758,0.0067518977
33,RAC1P,PINCP,t-closeness,0.5,7000,0.0,0.0,0.0283763738823144,0.0,0.0283763738823144,0.8949834785220787,0.9445818274047302,0.8949834785220787,1.0,0.5,"[[    0  3496]
 [    0 29794]]",0.0074334485,0.674934983253479,0.0072200485
34,RAC1P,PINCP,t-closeness,0.5,7000,0.0,0.0,0.03422314681226135,0.0,0.03422314681226135,0.8951637128266747,0.9446822000317008,0.8951637128266747,1.0,0.5,"[[    0  3490]
 [    0 29800]]",0.006998709,0.8906937328529686,0.006765021
35,RAC1P,PINCP,t-closeness,0.5,7000,0.0,0.0,0.022336209674209795,0.0,0.022336209674209795,0.8945629318113547,0.9443475503408911,0.8945629318113547,1.0,0.5,"[[    0  3510]
 [    0 29780]]",0.0076796487,1.3032193183898926,0.007442231
36,RAC1P,PINCP,t-closeness,0.5,7000,0.0,0.0,0.022643507603971602,0.0,0.022643507603971602,0.8985881646139982,0.9465856591354977,0.8985881646139982,1.0,0.5,"[[    0  3376]
 [    0 29914]]",0.006901864,1.0722945564301625,0.0067027183
37,RAC1P,PINCP,t-closeness,0.5,7000,0.0,0.0,0.03193184452270226,0.0,0.03193184452270226,0.8936016821868429,0.9438116691519401,0.8936016821868429,1.0,0.5,"[[    0  3542]
 [    0 29748]]",0.007237459,0.8245381849689349,0.0070131705
38,RAC1P,PINCP,t-closeness,0.5,7000,0.0,0.0,0.025426812360472062,0.0,0.025426812360472062,0.8956443376389306,0.9449497670585998,0.8956443376389306,1.0,0.5,"[[    0  3474]
 [    0 29816]]",0.0075112935,1.1046630144119263,0.007290494
39,RAC1P,PINCP,t-closeness,0.5,7000,0.0,0.0,0.03183500695017072,0.0,0.03183500695017072,0.8940522679483328,0.9440629311848762,0.8940522679483328,1.0,0.5,"[[    0  3527]
 [    0 29763]]",0.0077411206,1.1038932800292969,0.0074695456
0,SEX,PINCP,k-anonymity,10,15000,0.07262734621535438,0.027484154865408894,0.052451302037709646,0.052603967545983565,0.05002870453401642,0.864193451486933,0.9182444528834156,0.8806146162117165,0.9592337917485265,0.7273448348950783,"[[ 3380  3442]
 [ 1079 25389]]",0.13672298,2.42105827775069,0.07945599
1,SEX,PINCP,k-anonymity,10,15000,0.06875932698323539,0.028230461360076453,0.053865217529220244,0.04530662204901925,0.050215252117063014,0.8613697807149294,0.9166440892260453,0.8767232145942024,0.9603739308152297,0.7204315781041786,"[[ 3300  3568]
 [ 1047 25375]]",0.13100724,2.0736727229150245,0.077696845
2,SEX,PINCP,k-anonymity,10,15000,0.060041184701998485,0.019550251803169383,0.04166478039044119,0.053510635390702666,0.04211136102651847,0.8629318113547612,0.9178208014407925,0.8792919010317817,0.9598809613501093,0.7205988436643785,"[[ 3246  3498]
 [ 1065 25481]]",0.12870619,2.066311288407588,0.076845646
3,SEX,PINCP,k-anonymity,10,15000,0.0658408233465616,0.025620416516769384,0.05724399500476096,0.03714129588846016,0.05563164034470691,0.8620306398317813,0.9175921772674263,0.8774921931299544,0.9615326765435812,0.714189277339891,"[[ 3126  3570]
 [ 1023 25571]]",0.13008091,2.417036533355713,0.07623458
4,SEX,PINCP,k-anonymity,10,15000,0.060652290250114094,0.01637903443458244,0.03935835807937993,0.06289871432917343,0.04255059899674518,0.8623911084409732,0.9175085084544325,0.8775446936033895,0.961285940683722,0.7187838071126329,"[[ 3233  3555]
 [ 1026 25476]]",0.13850097,2.6292858295720634,0.08134899
5,SEX,PINCP,k-anonymity,10,15000,0.0714124905621415,0.02149697085456037,0.046605415361696934,0.07311245162673397,0.04776990769481437,0.8652147792129768,0.9193580273539297,0.8795694487430792,0.9629169490249229,0.7212028264744115,"[[ 3226  3502]
 [  985 25577]]",0.13170385,2.7770081381502933,0.07945621
6,SEX,PINCP,k-anonymity,10,15000,0.06812767736577463,0.023673098009831195,0.049974238684623695,0.056918722450864934,0.04944969180525938,0.8626914989486332,0.9177389457771699,0.877214710840472,0.9621886792452831,0.7182813793870009,"[[ 3221  3569]
 [ 1002 25498]]",0.12749505,2.674843334422916,0.0749175
7,SEX,PINCP,k-anonymity,10,15000,0.06454391689187766,0.022852192205953026,0.04735699144783523,0.05331698834771703,0.04686150514641463,0.8601682186842896,0.9159489373995631,0.8740480374926772,0.9620694886967076,0.7171739300255123,"[[ 3271  3655]
 [ 1000 25364]]",0.13473496,2.4388401223856944,0.07867677
8,SEX,PINCP,k-anonymity,10,15000,0.059453173541454074,0.01954177027172732,0.04606346559518004,0.04298186097834322,0.04725364859332526,0.8624211474917393,0.9175487866349824,0.8783951468357921,0.9603557431413928,0.7189993107178685,"[[ 3226  3528]
 [ 1052 25484]]",0.13230614,2.430527651936289,0.077909835
9,SEX,PINCP,k-anonymity,10,15000,0.07011673920907358,0.025419540840778687,0.044880616321881894,0.06634568121899992,0.041865452646636325,0.8662961850405527,0.9197974665297223,0.8829960214495762,0.9597999398315282,0.7274365479987739,"[[ 3316  3382]
 [ 1069 25523]]",0.13230796,2.4318045028982134,0.07786536
10,SEX,PINCP,k-anonymity,10,15000,0.06766908554073525,0.02201452469694609,0.04514418147781496,0.05842377149362088,0.046077250231817746,0.8615500150195253,0.9163809212794136,0.8772143105244876,0.9592084773443731,0.7256895712393464,"[[ 3426  3535]
 [ 1074 25255]]",0.1361514,3.0183468932824637,0.08074075
11,SEX,PINCP,k-anonymity,10,15000,0.06807172555435381,0.022577464559364713,0.0439152672039137,0.06055660660535678,0.044006453254863964,0.8625713427455692,0.9169495525260043,0.878286270691334,0.9591735976605522,0.7281138860554521,"[[ 3459  3500]
 [ 1075 25256]]",0.13381739,2.5334716777493704,0.07945979
12,SEX,PINCP,k-anonymity,10,15000,0.07235595297929198,0.033786126105148306,0.04852910228920415,0.06706625222268364,0.03833886496543959,0.864313607689997,0.9187019672072136,0.8782821156956536,0.9630216587427364,0.7209775353230476,"[[ 3251  3537]
 [  980 25522]]",0.12617524,2.9903711639400847,0.07531744
13,SEX,PINCP,k-anonymity,10,15000,0.07088250660061146,0.027758893330162904,0.04722393573281114,0.06671849463998897,0.043078029366739434,0.8615800540702914,0.9168501208993468,0.8776081249136383,0.9597657725727239,0.7201321531485321,"[[ 3277  3543]
 [ 1065 25405]]",0.13129608,2.6595357676311533,0.07776904
14,SEX,PINCP,k-anonymity,10,15000,0.0674764947753157,0.03010829258641301,0.057552230341300525,0.027444677505849613,0.05355185409821306,0.8592370081105437,0.9149793163509689,0.8787245164662834,0.9543544907459975,0.7238652640074434,"[[ 3389  3480]
 [ 1206 25215]]",0.13317122,2.54854992106693,0.07808433
15,SEX,PINCP,k-anonymity,10,15000,0.07025799737531602,0.025007148323028527,0.04490334526876483,0.07287604568437145,0.04214005029016177,0.8649143887053169,0.9192015379916273,0.8803992428153502,0.961581835952184,0.7209972576890107,"[[ 3213  3475]
 [ 1022 25580]]",0.13095944,2.4143764972686768,0.077121906
16,SEX,PINCP,k-anonymity,10,15000,0.07040579017050574,0.03013866835152068,0.048609081675594745,0.059748520269225114,0.04244160477242387,0.8613998197656954,0.9166516131363127,0.8792016078730335,0.9574339622641509,0.7220159502042405,"[[ 3304  3486]
 [ 1128 25372]]",0.13138334,2.6077715240583803,0.078377366
17,SEX,PINCP,k-anonymity,10,15000,0.07009756026952119,0.021858538070362865,0.04593239536516347,0.06342198808188476,0.04771577771474711,0.8617903274256533,0.9167646579951879,0.8808927826449728,0.955682118206163,0.7250743481690398,"[[ 3351  3426]
 [ 1175 25338]]",0.13520817,2.70855450630188,0.08031735
18,SEX,PINCP,k-anonymity,10,15000,0.07075805981676075,0.026682379102021425,0.04515248558319074,0.0679909122463791,0.04174944457548879,0.8620907179333133,0.916966594925033,0.8789265654254212,0.9584483345306061,0.7239983230904748,"[[ 3349  3492]
 [ 1099 25350]]",0.1354027,3.4097552345090705,0.079524666
19,SEX,PINCP,k-anonymity,10,15000,0.06050467570041651,0.019850604685549667,0.04900504110127424,0.03705800957657612,0.05102851778748696,0.8613397416641634,0.9166576391145776,0.877038419016031,0.9600257166628848,0.7201559658080781,"[[ 3289  3559]
 [ 1057 25385]]",0.13404818,2.797478595813347,0.07780367
20,SEX,PINCP,k-anonymity,10,15000,0.06578639487074878,0.02650483293556949,0.049060654012829996,0.053182703622362104,0.0453778960598914,0.8601982577350555,0.9160987921398954,0.874870876661387,0.9614045709096413,0.7159106795090322,"[[ 3228  3634]
 [ 1020 25408]]",0.1332539,2.4682834148406982,0.0766132
21,SEX,PINCP,k-anonymity,10,15000,0.06772882611860043,0.02145844701045685,0.04272492042418763,0.06831287121854918,0.04328462411737799,0.8618804445779513,0.9168053846710574,0.8757042618644361,0.9619546645403805,0.7223839193549019,"[[ 3357  3596]
 [ 1002 25335]]",0.13417386,2.137281692265506,0.079173736
22,SEX,PINCP,k-anonymity,10,15000,0.06692511385394384,0.023221141387827382,0.04694814405958636,0.05797151469133244,0.045674073774581214,0.8655151697206368,0.9194798654700455,0.8804160639250533,0.9621711145405955,0.7228674998554532,"[[ 3251  3472]
 [ 1005 25562]]",0.12918083,2.3959732055664062,0.07671038
23,SEX,PINCP,k-anonymity,10,15000,0.06675712600822603,0.022502130231827233,0.04320440607146958,0.06386256363074061,0.04258145646573663,0.8625713427455692,0.9172739272733849,0.8772827891532927,0.9610852184456823,0.7234038934669345,"[[ 3351  3548]
 [ 1027 25364]]",0.1310114,2.8691672526665357,0.077021345
24,SEX,PINCP,k-anonymity,10,15000,0.06460095087829687,0.024646457973598213,0.047314957505926625,0.050177451283167696,0.04502102956299858,0.8618203664764194,0.917060329595038,0.8797827440669758,0.9576366922729327,0.7207993381174583,"[[ 3259  3475]
 [ 1125 25431]]",0.13143867,2.536454916000366,0.07781733
25,SEX,PINCP,k-anonymity,10,15000,0.06855872874853775,0.025655009273752194,0.04911229833128872,0.056778092243612244,0.046623810596552184,0.8630219285070592,0.9178230311767887,0.8791341572878547,0.9600738953400694,0.7213168767270847,"[[ 3265  3501]
 [ 1059 25465]]",0.13412601,3.2017748149571053,0.07863988
26,SEX,PINCP,k-anonymity,10,15000,0.07094072124213702,0.023195684614057077,0.05300700145416504,0.04970470531392235,0.054448594568279884,0.863983178131571,0.9181696606064987,0.8792703610120799,0.9606701206368415,0.725624968307321,"[[ 3359  3488]
 [ 1040 25403]]",0.12702699,2.189340299434404,0.07571595
27,SEX,PINCP,k-anonymity,10,15000,0.06562784372445618,0.020486055677340298,0.04220267934000277,0.06413181242078586,0.04310836403950502,0.8629017723039952,0.9175786470184563,0.8783970679759353,0.9604188719189475,0.7230435979951566,"[[ 3321  3517]
 [ 1047 25405]]",0.13515711,2.1403561129853874,0.080420665
28,SEX,PINCP,k-anonymity,10,15000,0.05527195032105181,0.016459774241754488,0.052031743143738374,0.016372741898281973,0.055814907947507764,0.8672273956142986,0.9205464677332375,0.8792623879674462,0.9658983741370856,0.7236953896935243,"[[ 3265  3516]
 [  904 25605]]",0.13113584,2.284103610801086,0.07781059
29,SEX,PINCP,k-anonymity,10,15000,0.06369705669882464,0.02305424510305787,0.049230263385568906,0.04382696089464577,0.04852143688964461,0.8625413036948032,0.9174275506153236,0.8776454341446573,0.9609874116357313,0.721315703770184,"[[ 3293  3544]
 [ 1032 25421]]",0.13026363,2.516701602065159,0.0772116
30,SEX,PINCP,k-anonymity,10,15000,0.05934341411509392,0.016935668454373887,0.04445931094071798,0.045428423708872345,0.0477322757394425,0.8636227095223791,0.918133294864397,0.8769246667355586,0.9634058656575213,0.7214698665505378,"[[ 3292  3573]
 [  967 25458]]",0.13589984,2.274301302757636,0.080125764
31,SEX,PINCP,k-anonymity,10,15000,0.07142871213808688,0.029595393937045134,0.04465800649083962,0.0712954354284196,0.037936553258781314,0.864073295283869,0.9182962280844302,0.8783461711167144,0.9620535714285714,0.7242463832645919,"[[ 3336  3522]
 [ 1003 25429]]",0.13002786,2.3379359259427166,0.07707029
32,SEX,PINCP,k-anonymity,10,15000,0.0589835620037259,0.02298312955500359,0.04328137192535242,0.0433034794114322,0.04018328104637092,0.8657855211775308,0.9194896929508433,0.88040027605245,0.9622114949464474,0.7252746284888717,"[[ 3308  3466]
 [ 1002 25514]]",0.12983315,2.6917895837424832,0.07709867
33,SEX,PINCP,k-anonymity,10,15000,0.06482900841681438,0.02169615489233756,0.04954058712454179,0.04305400882395005,0.05011246661193891,0.8658155602282968,0.919410416929766,0.8794739930279916,0.9631463562140913,0.7260859085723661,"[[ 3342  3492]
 [  975 25481]]",0.13156271,2.061718969747229,0.0773311
34,SEX,PINCP,k-anonymity,10,15000,0.0742909064496452,0.02874913110742494,0.04713955884640275,0.06923812662938372,0.043087739492383315,0.8618504055271854,0.9166288998060294,0.8790987169233979,0.9575064384184214,0.7262844419800502,"[[ 3409  3477]
 [ 1122 25282]]",0.13770936,2.6391200027998702,0.08097423
35,SEX,PINCP,k-anonymity,10,15000,0.07022737869378459,0.025595522381139046,0.048366931199799734,0.05952252010876691,0.04643851152049627,0.8629618504055272,0.9175075042493942,0.8776420936105441,0.961166887668119,0.7240932335367426,"[[ 3358  3537]
 [ 1025 25370]]",0.13031745,2.425037578222901,0.07746423
36,SEX,PINCP,k-anonymity,10,15000,0.06058147635210154,0.020155365559716087,0.045118177264810266,0.04646606312476981,0.04619301659580588,0.8610393511565034,0.9166246125009012,0.8798353055151893,0.95662478368821,0.7194423858810758,"[[ 3235  3473]
 [ 1153 25429]]",0.13421042,3.0926826000213623,0.07832918
37,SEX,PINCP,k-anonymity,10,15000,0.06551404990712761,0.025952277622012354,0.052604496535108236,0.03790126533678356,0.05032417137337897,0.8625413036948032,0.9173350675626851,0.8785163143143836,0.9597429597429598,0.7230316846995706,"[[ 3324  3511]
 [ 1065 25390]]",0.13057399,2.424334267991745,0.07790717
38,SEX,PINCP,k-anonymity,10,15000,0.07006993817029417,0.02131870704957972,0.05054754751430146,0.06020254255548374,0.05263227259994574,0.8638029438269751,0.9183622024559761,0.8776240622203868,0.9630664652567976,0.7204465953303077,"[[ 3254  3556]
 [  978 25502]]",0.1313169,2.613319411204715,0.077655956
39,SEX,PINCP,k-anonymity,10,15000,0.05733496730254095,0.014800084778544886,0.0394103250948028,0.050232635933421366,0.04361395560591963,0.8633823971162511,0.9178468208092485,0.8776426696144811,0.9619112524610026,0.7234679844741768,"[[ 3336  3542]
 [ 1006 25406]]",0.13496506,2.323551878029282,0.07907934
0,SEX,PINCP,l-diversity,2,15000,0.0031740441057608315,0.003086748255615057,0.08869973276233734,-0.011965825580901424,0.0895532209637826,0.7956743766896966,0.8849964494640381,0.8009058081889957,0.9888166842980203,0.5175687056787668,"[[  316  6506]
 [  296 26172]]",0.012403801,1.072173833847046,0.011138715
1,SEX,PINCP,l-diversity,2,15000,0.0013693568051811322,-0.00017100124087143787,0.08114453951306155,-0.006552410255605157,0.08419633090443845,0.793391408831481,0.8835776431158807,0.7992405683488486,0.9878131859813791,0.5166206291001829,"[[  312  6556]
 [  322 26100]]",0.007578771,0.6293554551654085,0.0066295555
2,SEX,PINCP,l-diversity,2,15000,0.00046698896076424745,-0.00043928314411811886,0.07373446534012629,-0.010042098571352631,0.07674043189756852,0.7970862120756984,0.8858123299017868,0.8034405568673147,0.9870036917049649,0.5182645979284017,"[[  334  6410]
 [  345 26201]]",0.007385449,0.6420537105658617,0.0064896606
3,SEX,PINCP,l-diversity,2,15000,0.0005431723156714696,0.0010718516939940415,0.08941916499975222,-0.010333769380647229,0.09014168453589866,0.7990087113247222,0.8876387512804581,0.8019723865877713,0.9937955929909003,0.509591942254112,"[[  170  6526]
 [  165 26429]]",0.0065701525,0.7209283113479614,0.0057173385
4,SEX,PINCP,l-diversity,2,15000,0.0013073243871163376,0.002153692507925409,0.08049279994417324,-0.015266513430964523,0.08155812780403904,0.7956743766896966,0.8850353243416827,0.8015552289982856,0.987925439589465,0.5165024958701597,"[[  306  6482]
 [  320 26182]]",0.008945474,0.595397149264302,0.008056585
5,SEX,PINCP,l-diversity,2,15000,0.0011705396356699316,0.0008288093740498326,0.08859471681719666,-0.011747979763401695,0.09097783381458324,0.7968158606188045,0.8858088260120877,0.8029811459353575,0.9876891800316241,0.5154706304438739,"[[  291  6437]
 [  327 26235]]",0.0074890014,0.7712308509723561,0.0066063628
6,SEX,PINCP,l-diversity,2,15000,0.0,0.0,0.08732587598194386,0.0,0.08732587598194386,0.7960348452988886,0.8864358588392708,0.7960348452988886,1.0,0.5,"[[    0  6790]
 [    0 26500]]",0.0038923721,0.3633628785610199,0.003540208
7,SEX,PINCP,l-diversity,2,15000,0.0006474054404003171,0.0007568069828218782,0.08053111608791352,-0.014001362991705402,0.08292250606486984,0.7913787924301592,0.8822022830198281,0.7979013898689903,0.9864208769534213,0.5176834387654776,"[[  339  6587]
 [  358 26006]]",0.008296365,0.7632384300231934,0.0073886854
8,SEX,PINCP,l-diversity,2,15000,0.0023967003518829966,0.0016660325852210223,0.07957813915602263,-0.008933921929604627,0.08096339110088291,0.7981976569540402,0.8866160337552743,0.8028978419025493,0.9898251432016882,0.5175658141237934,"[[  306  6448]
 [  270 26266]]",0.012852596,0.822895894551479,0.01137136
9,SEX,PINCP,l-diversity,2,15000,0.0027107023236728756,0.002100298289474112,0.07972164193795506,-0.009263661263230527,0.08125272286259866,0.7982276960048063,0.8865735659163444,0.8045790296380299,0.9871765944645006,0.5176253232101541,"[[  322  6376]
 [  341 26251]]",0.007900253,0.6452923586991358,0.006971659
10,SEX,PINCP,l-diversity,2,15000,-0.0012435251403724035,-0.0009360580603832158,0.08261361356721952,-0.016054414508728798,0.08605598301068462,0.7896064884349655,0.8811471237060919,0.7963866139075488,0.986098978312887,0.5162501787125418,"[[  323  6638]
 [  366 25963]]",0.0074268333,0.49322450160980225,0.0066507794
11,SEX,PINCP,l-diversity,2,15000,0.0024523806878340437,0.001445299614259432,0.08090747895623007,-0.006339707411970763,0.08302559589292258,0.7897867227395614,0.8813133882839795,0.7962367074254543,0.9867456610079374,0.5156461456354531,"[[  310  6649]
 [  349 25982]]",0.007783019,0.7618020176887512,0.006947507
12,SEX,PINCP,l-diversity,2,15000,0.0011646701065595177,0.0004587054731189921,0.07173048065693044,-0.0026768163874298923,0.07250187093152327,0.7972964854310604,0.8866339627713191,0.7991036278844407,0.9956984378537469,0.5091927663635264,"[[  154  6634]
 [  114 26388]]",0.011842873,0.9661681175301551,0.010591682
13,SEX,PINCP,l-diversity,2,15000,0.0,0.0,0.08079997988544996,0.0,0.08079997988544996,0.7951336737759087,0.8858768406961178,0.7951336737759087,1.0,0.5,"[[    0  6820]
 [    0 26470]]",0.0036643185,0.42790350317955017,0.003302464
14,SEX,PINCP,l-diversity,2,15000,0.0,0.0,0.08540689929060463,0.0,0.08540689929060463,0.7936617602883749,0.8849625697107736,0.7936617602883749,1.0,0.5,"[[    0  6869]
 [    0 26421]]",0.0034336213,0.26997971534729004,0.0030830728
15,SEX,PINCP,l-diversity,2,15000,0.00029279129184145436,-0.0002671329455833371,0.07898976870413488,-0.011118911094911033,0.08184134617010408,0.7982276960048063,0.8866463033903168,0.8044709845352932,0.9875197353582438,0.5164123796408444,"[[  303  6385]
 [  332 26270]]",0.00796134,0.7437015399405449,0.0070927646
16,SEX,PINCP,l-diversity,2,15000,-6.740493269230541e-05,0.0017452697454902744,0.07986374367683235,-0.015313670285757364,0.07977098703267904,0.7966356263142085,0.8861151296975406,0.7994293692709282,0.9938867924528302,0.5103454580820852,"[[  182  6608]
 [  162 26338]]",0.0076635913,0.5666289329528809,0.0067793275
17,SEX,PINCP,l-diversity,2,15000,0.0008685252332254478,0.001208539732701408,0.08816054020018671,-0.016724656974585694,0.09038698150350166,0.7960648843496545,0.8851754756871036,0.8024040230589967,0.9869875155584054,0.5180621508734922,"[[  333  6444]
 [  345 26168]]",0.007916401,0.5833307935258403,0.0070377956
18,SEX,PINCP,l-diversity,2,15000,0.0008091798209894918,0.0022356933536638035,0.08117075410406427,-0.018193738846290053,0.0821773741242614,0.7939921898468009,0.8839436810397346,0.8000796495420152,0.9874475405497373,0.5167467201360001,"[[  315  6526]
 [  332 26117]]",0.007851559,0.5248955026555219,0.0069859214
19,SEX,PINCP,l-diversity,2,15000,0.0011706247333895803,0.0018348035450940214,0.08459231498745168,-0.017687335455224162,0.08620772683213951,0.7948332832682488,0.8843392264444896,0.8007053051211285,0.9874820361546025,0.5192229106006657,"[[  349  6499]
 [  331 26111]]",0.008376372,1.092924132255706,0.0072763143
20,SEX,PINCP,l-diversity,2,15000,0.0009764897756797675,0.0007114097308168477,0.0772483042531451,-0.00908053467194403,0.07937095503794589,0.7922198858516071,0.8829591025228853,0.7985981451440115,0.9872483729377932,0.5141721316743761,"[[  282  6580]
 [  337 26091]]",0.008616133,0.780210152753905,0.0074652345
21,SEX,PINCP,l-diversity,2,15000,0.0031838422651256915,0.0005293655999365487,0.07858355487773949,-0.0028456481208909423,0.08160933245126267,0.7921297686993091,0.8825566002511795,0.7979438391898113,0.9872422827201276,0.5201564498599919,"[[  369  6584]
 [  336 26001]]",0.007645735,0.5953093995257023,0.0067133275
22,SEX,PINCP,l-diversity,2,15000,0.0,0.0,0.08333504670213432,0.0,0.08333504670213432,0.7980474617002102,0.8876823095043186,0.7980474617002102,1.0,0.5,"[[    0  6723]
 [    0 26567]]",0.00038876824,0.0195930884756573,0.00036389226
23,SEX,PINCP,l-diversity,2,15000,5.7270866938852194e-05,-0.0005160791544754906,0.07792584872937913,-0.011492428921803022,0.08093343083064164,0.7926404325623311,0.883057480221586,0.7985477051289908,0.987571520594142,0.5172674243063476,"[[  324  6575]
 [  328 26063]]",0.007346405,0.700688279773672,0.006482701
24,SEX,PINCP,l-diversity,2,15000,0.0,0.0,0.07959445693888212,0.0,0.07959445693888212,0.7977170321417844,0.8874778598402566,0.7977170321417844,1.0,0.5,"[[    0  6734]
 [    0 26556]]",0.00045799132,0.015009813010692596,0.0004352587
25,SEX,PINCP,l-diversity,2,15000,-0.000678272203371022,-0.000518219489236027,0.08166310058483395,-0.017641307726700806,0.08450541188785055,0.7978071492940823,0.8862564847829393,0.8030808807766514,0.9886517870607752,0.5191559260459063,"[[  336  6430]
 [  301 26223]]",0.0128228925,0.8570564755690331,0.011523985
26,SEX,PINCP,l-diversity,2,15000,-9.569800714892551e-05,-0.00014922466247702104,0.09222272543449417,-0.01573487563746634,0.09547640539889046,0.793391408831481,0.8835579332294982,0.7998467432950191,0.98683961729002,0.5165686329476243,"[[  317  6530]
 [  348 26095]]",0.008014825,0.6135780353064464,0.007140502
