SEED,protected_att,target,method,anon_parameter,supp_level,SPD,EOD,MAD,PED,PRD,ACC,f1,Precision,Recall,ROC_AUC,CM,ASF,ALF,NCF
3,SEX,PINCP,k-anonymity,10,50,0.24484557979523286,0.1913232091724646,0.024993056912401057,0.15569074649541428,0.06502551678714552,0.7449384199459297,0.7534910727246334,0.7362836879432624,0.7715219976218787,0.7446559593452442,"[[11822  4648]
 [ 3843 12977]]",0.69253504,2.3272383213043213,0.23141053
4,SEX,PINCP,k-anonymity,10,50,0.2653331026315825,0.19692078734147733,0.015096903848839438,0.17978031628433533,0.05522512052482076,0.7511565034544908,0.7580607476635514,0.7355891855126679,0.7819485449177562,0.7512450446388338,"[[12028  4665]
 [ 3619 12978]]",0.677723,2.4669852256774902,0.22680901
5,SEX,PINCP,k-anonymity,10,50,0.25613449639687225,0.17300313142250479,0.00700987421882826,0.18502900142689793,0.05902442182655476,0.7452087714028237,0.7559558061917366,0.7232039636663914,0.7918148393707432,0.7453594826831559,"[[11671  5028]
 [ 3454 13137]]",0.7194032,2.6662340965881866,0.23802865
6,SEX,PINCP,k-anonymity,10,50,0.23094519563903482,0.16733928265894105,0.014522653271687003,0.15005051391421678,0.07547391459586528,0.7353259237008111,0.7421044929020928,0.7235317618857371,0.7616558519586638,0.7353275054578853,"[[11802  4844]
 [ 3967 12677]]",0.6969178,2.8068826389371875,0.23060738
7,SEX,PINCP,k-anonymity,10,50,0.23321534004049382,0.1797350934801596,0.020681638440709138,0.14346827553702046,0.05850325191501671,0.7540702913787924,0.7581031171517211,0.7419895893580104,0.7749320446994865,0.7541824848534779,"[[12274  4461]
 [ 3726 12829]]",0.2656387,2.8546012958867917,0.1458563
8,SEX,PINCP,k-anonymity,10,50,0.21803620951833852,0.1599178505631702,0.021757299478029624,0.11939305011758203,0.06956337004660762,0.7601982577350556,0.76344563961241,0.7582999764539675,0.7686616146548123,0.7601398932871182,"[[12425  4106]
 [ 3877 12882]]",0.24865218,2.9564290046691895,0.14115782
9,SEX,PINCP,k-anonymity,10,50,0.23320066638588322,0.16442582205709133,0.017009965527425397,0.1495019298569532,0.06332363286982345,0.7548212676479423,0.763612140871177,0.73746923249049,0.7916766754744174,0.7548057617064359,"[[11945  4693]
 [ 3469 13183]]",0.25906,3.6717022196916074,0.14430521
10,SEX,PINCP,k-anonymity,10,50,0.2314285784960336,0.17102361211519967,0.020940006032719616,0.13626285036886296,0.06687116619783384,0.7592970862120757,0.7635515949128036,0.746394369447329,0.7815161582603443,0.7594165792795596,"[[12339  4396]
 [ 3617 12938]]",0.25462642,2.599890727241639,0.1429855
11,SEX,PINCP,k-anonymity,10,50,0.22574865125927485,0.15990971048954328,0.014385092294669,0.1306072457199501,0.06924090344292266,0.7598377891258636,0.7598017124831005,0.7467666686352094,0.7732999021526419,0.7600706619040456,"[[12650  4288]
 [ 3707 12645]]",0.25522113,2.7696375846862793,0.1436555
12,SEX,PINCP,k-anonymity,10,50,0.23185859075278686,0.17442390412606912,0.021152267689715343,0.14142326690776003,0.06499066828653244,0.7550015019525383,0.7600047080979284,0.7375214163335237,0.7839019060337502,0.7552953868893775,"[[12220  4596]
 [ 3560 12914]]",0.2481707,2.6752098434175666,0.13955358
13,SEX,PINCP,k-anonymity,10,50,0.241321995590162,0.1888591318164765,0.019734645187560407,0.1536836837072038,0.055927800367120195,0.7471613097026134,0.7515130044578278,0.741249781608526,0.7620644234223446,0.7471100993407842,"[[12145  4443]
 [ 3974 12728]]",0.6813389,2.7999656746382766,0.22915499
14,SEX,PINCP,k-anonymity,10,50,0.22211821772349866,0.16266345231988333,0.021277483044110923,0.13169855156261132,0.06649842096570446,0.7576148993691799,0.763850273639849,0.743377954998576,0.7854821235102926,0.7576667033958275,"[[12171  4505]
 [ 3564 13050]]",0.2531216,3.002940929254378,0.14022863
15,SEX,PINCP,k-anonymity,10,50,0.27796108842958267,0.2239098529027429,0.020742270050492007,0.18801228505082382,0.04765282585559227,0.7458095524181436,0.7505453687872178,0.7396862289366647,0.7617280995691719,0.7457452175973498,"[[12098  4480]
 [ 3982 12730]]",0.6714561,2.0254918338039127,0.22647811
16,SEX,PINCP,k-anonymity,10,50,0.26690671838958624,0.19817515691785137,0.013685117893089571,0.19131532200085405,0.045138696147572266,0.7490537699008711,0.7591813202652061,0.7305814469596094,0.7901116044641786,0.7490019042532635,"[[11768  4856]
 [ 3498 13168]]",0.6823213,3.6941963252426957,0.2292989
17,SEX,PINCP,k-anonymity,10,50,0.23420261849447427,0.1693585514378948,0.013687423554870404,0.14772490330043742,0.05559985690730962,0.757254430759988,0.7613337665022594,0.7454598033545402,0.7778984851228197,0.7573482617588263,"[[12320  4401]
 [ 3680 12889]]",0.26243576,2.5072317123413086,0.1463666
18,SEX,PINCP,k-anonymity,10,50,0.22400871821243484,0.15680133667338725,0.010218889886309146,0.14613921730384025,0.050948097100954715,0.7544908380895163,0.7599917775232725,0.7446196340200253,0.7760119940029985,0.7544519795473915,"[[12177  4438]
 [ 3735 12940]]",0.25897598,4.687845940134773,0.14491832
19,SEX,PINCP,k-anonymity,10,50,0.2228215815233422,0.1562168703214113,0.015553210152544183,0.13382154792401008,0.06726120357404464,0.7563532592370081,0.7610546472234497,0.744796171365969,0.7780387905071678,0.7564091363849358,"[[12262  4426]
 [ 3685 12917]]",0.25464526,2.560650587081909,0.14133355
20,SEX,PINCP,k-anonymity,10,50,0.241977797389675,0.17669964253652903,0.013939407447802976,0.1726370751120275,0.06030890385973131,0.7366476419345148,0.7478500963501971,0.7112922639238428,0.78836941361955,0.7371217863978459,"[[11522  5277]
 [ 3490 13001]]",0.7235371,3.5558993816375732,0.23780824
21,SEX,PINCP,k-anonymity,10,50,0.22804332402734034,0.16725960777007143,0.019212828041457297,0.13706871255619624,0.06244979893561875,0.7600180234304595,0.7643293312487094,0.7442408226575515,0.7855323793354354,0.7602504139801358,"[[12346  4452]
 [ 3537 12955]]",0.2570933,3.4604220390319824,0.14368796
22,SEX,PINCP,k-anonymity,10,50,0.22653931428491375,0.15862249611216073,0.015965461317405394,0.14417891693371193,0.06131075461775759,0.7544007209372184,0.7626705370101596,0.74170054200542,0.7848607957940017,0.7542295762440284,"[[11977  4575]
 [ 3601 13137]]",0.2548302,2.6740138844442214,0.14305758
23,SEX,PINCP,k-anonymity,10,50,0.23782915277692707,0.170447289331649,0.00614306317504365,0.16015548303779362,0.050837786098009374,0.7448182637428657,0.747390644979036,0.7408914043155288,0.754004919901602,0.7448061055021455,"[[12228  4395]
 [ 4100 12567]]",0.6741039,2.457012414932251,0.22643828
24,SEX,PINCP,k-anonymity,10,50,0.21783823572279726,0.15222474447436707,0.01789162945603784,0.132991040906543,0.0636651146465419,0.7586662661459898,0.7666298727705804,0.7431435490229206,0.7916491691163238,0.7586186402708145,"[[12060  4561]
 [ 3473 13196]]",0.25265455,2.4192302227020264,0.14165148
25,SEX,PINCP,k-anonymity,10,50,0.2147700127902717,0.14453098704729272,0.01881044231291551,0.11949974897996091,0.07486084548059524,0.7636527485731451,0.7692939244663383,0.7524809269775713,0.7868754123927779,0.7636164173101744,"[[12304  4315]
 [ 3553 13118]]",0.2615856,3.3437724113464355,0.14486496
26,SEX,PINCP,k-anonymity,10,50,0.26720161015267696,0.20435025262021111,0.021440456235468752,0.17575648903401314,0.07202155057054793,0.7442174827275458,0.7512343334599316,0.7257281553398058,0.7785986798280143,0.7444879910435298,"[[11918  4859]
 [ 3656 12857]]",0.6977584,2.8980865478515625,0.23516952
27,SEX,PINCP,k-anonymity,10,50,0.225773095201927,0.16620224823012175,0.020532142676301768,0.1362625182736932,0.07591633735557046,0.7456593571643136,0.752086200333792,0.7348515191394404,0.7701487167186376,0.7456136625605948,"[[11980  4634]
 [ 3833 12843]]",0.67941433,2.760076677610687,0.22715956
28,SEX,PINCP,k-anonymity,10,50,0.22442906785066746,0.1561305935527979,0.01815708911863434,0.13292395619529948,0.07134524079959392,0.7583959146890958,0.7645147123407993,0.7446529401699652,0.7854650463241487,0.7584332671025592,"[[12191  4477]
 [ 3566 13056]]",0.2577817,2.997499859307963,0.14412905
29,SEX,PINCP,k-anonymity,10,50,0.2243136134972753,0.16739629651744448,0.02241278435819194,0.13379620226745859,0.06752554212661876,0.7556623610693902,0.7610739043590647,0.7381766381766381,0.7854371286528434,0.7559300432499749,"[[12201  4595]
 [ 3539 12955]]",0.25758904,3.192075729370117,0.14388897
30,SEX,PINCP,k-anonymity,10,50,0.2347083423855088,0.1731777243653725,0.021811302054691395,0.13484531793411686,0.0728025901934235,0.7583658756383298,0.7619836667061191,0.7486481772196057,0.7758028559378201,0.7584160149215249,"[[12370  4323]
 [ 3721 12876]]",0.25074786,3.2658053943614265,0.14198336
31,SEX,PINCP,k-anonymity,10,50,0.2177458090348547,0.1619191895185138,0.024612996227758588,0.12010483708142303,0.07433629983353318,0.7594472814659057,0.7633849426781705,0.7455416402146938,0.7821032875219471,0.7596201765219583,"[[12364  4409]
 [ 3599 12918]]",0.25473046,2.662834517170404,0.1418616
32,SEX,PINCP,k-anonymity,10,50,0.22463285092278723,0.16380681096791816,0.015996600807504868,0.14000828999432813,0.055663546329891234,0.7581255632322018,0.7628556282028627,0.7429866330101543,0.78381649821461,0.7583124955437575,"[[12287  4480]
 [ 3572 12951]]",0.24785171,2.5884257728843005,0.13946429
33,SEX,PINCP,k-anonymity,10,50,0.2672067265684496,0.20290832074774057,0.017075725821067977,0.1864901417845279,0.05187912726465327,0.7467407629918894,0.75567276204828,0.7296843519140362,0.7835807440350983,0.7467540378634442,"[[11821  4830]
 [ 3601 13038]]",0.71771586,2.9864258338781644,0.24005431
34,SEX,PINCP,k-anonymity,10,50,0.2539211052909777,0.19357780472577868,0.015735187391161753,0.17429017546377956,0.05904226351430464,0.7407930309402223,0.7475645788842407,0.7214160691095929,0.7756799417192812,0.7411518985561563,"[[11884  4934]
 [ 3695 12777]]",0.6911247,2.7952393475295594,0.22688162
35,SEX,PINCP,k-anonymity,10,50,0.2151618118309515,0.14967014808959567,0.015210831445708228,0.12989357957521339,0.06548326009365013,0.757074196455392,0.7623357921650454,0.7410581647811678,0.7848714069591528,0.757273162471524,"[[12233  4532]
 [ 3555 12970]]",0.25926933,3.542190747773942,0.14469083
36,SEX,PINCP,k-anonymity,10,50,0.22423248708427013,0.15211952436352583,0.020143435589626724,0.14787102857971857,0.08339409974856649,0.7387804145389005,0.7542808703023453,0.7142780691426737,0.7990301724137931,0.7385660930801632,"[[11247  5339]
 [ 3357 13347]]",0.6819485,2.8455413803400114,0.22861606
37,SEX,PINCP,k-anonymity,10,50,0.23160724462858434,0.17768637417932054,0.0223750704298058,0.13412407101466498,0.06314095161276811,0.7577650946230099,0.7603993344425957,0.75297163704837,0.7679750330092426,0.7577546562688744,"[[12430  4198]
 [ 3866 12796]]",0.24810511,3.377421935121637,0.14097282
38,SEX,PINCP,k-anonymity,10,50,0.23642660000196752,0.17499859326791378,0.02335800930561127,0.13404997255397869,0.07735296615246456,0.757344547912286,0.7606802156781418,0.7474382859804378,0.7743998069730968,0.7574129240705599,"[[12374  4338]
 [ 3740 12838]]",0.24492233,2.9410698192216254,0.13915427
39,SEX,PINCP,k-anonymity,10,50,0.21912571802463238,0.16885316905050374,0.026913352637305876,0.12431468438410159,0.06997013374674643,0.7555121658155602,0.760990221125892,0.7440137812230836,0.7787594662820051,0.7555219382815261,"[[12194  4458]
 [ 3681 12957]]",0.2578844,2.316443303495464,0.14321697
0,SEX,PINCP,l-diversity,2,10,0.16672101361515496,0.12172885188595695,0.029885952726026233,0.0739971169652584,0.12742070291701169,0.7161610093121057,0.72253707238291,0.7039537678091206,0.742128121606949,0.7162651139389461,"[[11538  5174]
 [ 4275 12303]]",0.035242032,1.3045412562379746,0.031492557
1,SEX,PINCP,l-diversity,2,10,0.015177806088397916,0.02236036908336736,0.12076936445067532,-0.016078262328038884,0.16166959355334226,0.5398918594172424,0.6557126480703095,0.522683293915287,0.8795754688536453,0.5411524318590367,"[[ 3387 13320]
 [ 1997 14586]]",0.0013466257,0.20006155967712402,0.0012601622
2,SEX,PINCP,l-diversity,2,10,0.18421465220802802,0.12173913043478257,0.031950722992200586,0.12496609175017975,0.10939852235027203,0.7022228897566837,0.7321462346996677,0.6662732369430511,0.8124737631184408,0.702023821071709,"[[ 9829  6786]
 [ 3127 13548]]",0.02247392,1.0669092850085315,0.020103227
3,SEX,PINCP,l-diversity,2,10,0.4748702917208134,0.5519428699396061,0.08303237817452058,0.3151203324538776,0.06890775136872607,0.6677680985280865,0.633774834437086,0.7152466367713004,0.5689655172413793,0.6688179134476478,"[[12660  3810]
 [ 7250  9570]]",0.014608298,1.31985342502594,0.013427995
4,SEX,PINCP,l-diversity,2,10,0.7707559969652912,0.7331147524960329,-0.027556895944107596,0.7676089905313863,-0.13443033219079958,0.6226494442775609,0.6246339568517301,0.6195980793170905,0.6297523648852202,0.6226698684187677,"[[10276  6417]
 [ 6145 10452]]",0.0072657056,0.9852723479270935,0.006796444
5,SEX,PINCP,l-diversity,2,10,0.46931385177006985,0.5358639071943325,0.0628213394903876,0.3175288171344532,0.06233096317853015,0.6683388404926405,0.6262482651230493,0.7142857142857143,0.5575311916099089,0.6679805188542389,"[[12999  3700]
 [ 7341  9250]]",0.014464461,1.6233971118927002,0.013348978
6,SEX,PINCP,l-diversity,2,10,0.22639595625577613,0.16570658935298366,0.030645664389161942,0.16023883124344362,0.10147236604133203,0.7082607389606489,0.7332600933809393,0.6753516138824244,0.8020307618360971,0.7082663721471727,"[[10229  6417]
 [ 3295 13349]]",0.022891317,1.6276057958602905,0.020367838
7,SEX,PINCP,l-diversity,2,10,0.47712299805052627,0.565448762598751,0.08301795802556511,0.315654262616185,0.08005894231535338,0.6646440372484229,0.6249916022841787,0.703972758229285,0.5619450317124736,0.6640917270901776,"[[12823  3912]
 [ 7252  9303]]",0.0152828535,1.2685725688934326,0.014180301
8,SEX,PINCP,l-diversity,2,10,0.7637509989594946,0.7347262751485788,-0.011060404919485678,0.7527577822246997,-0.11432579517600128,0.621898468008411,0.6251526251526252,0.6240190249702735,0.6262903514529506,0.6218681809893148,"[[10207  6324]
 [ 6263 10496]]",0.007895573,1.1085891723632812,0.0073411157
9,SEX,PINCP,l-diversity,2,10,0.16750631621003043,0.11778368757268576,0.022309499061428317,0.08584777429026108,0.10915970633177197,0.7173024932412135,0.7243490231686243,0.7070158385270742,0.7425534470333894,0.7172918695679028,"[[11514  5124]
 [ 4287 12365]]",0.036154293,1.5879373361496525,0.03234879
10,SEX,PINCP,l-diversity,2,10,0.49438240597194116,0.5792287150798232,0.07956357792695823,0.329109609532107,0.05852035288655,0.671372784620006,0.6308294526557333,0.714657083874914,0.5646028390214437,0.6707985811480089,"[[13003  3732]
 [ 7208  9347]]",0.014761447,1.5847169160842896,0.013661589
11,SEX,PINCP,l-diversity,2,10,0.1807990702196115,0.12363021533492846,0.03618678389010588,0.11045160537723325,0.12115757431493002,0.7039351156503455,0.728200319894104,0.6631341034655952,0.807424168297456,0.7057253088505818,"[[10231  6707]
 [ 3149 13203]]",0.022154616,1.172568989708129,0.019859614
12,SEX,PINCP,l-diversity,2,10,0.18610560495228862,0.143385096897919,0.021720030807169555,0.10446540943971588,0.10078771786232354,0.714268549113848,0.7173925961138511,0.7025721601489758,0.7328517664198131,0.7144575197465384,"[[11705  5111]
 [ 4401 12073]]",0.035945628,1.775923885439773,0.032230444
13,SEX,PINCP,l-diversity,2,10,0.2063637491114539,0.1617257302732038,0.0375769045858797,0.13512822109386202,0.1026123955899515,0.7051366776809853,0.7294824450201179,0.6758067810457516,0.7924200694527601,0.7048367528358568,"[[10239  6349]
 [ 3467 13235]]",0.022587162,1.0334081881200712,0.020300586
14,SEX,PINCP,l-diversity,2,10,0.1171899036968255,0.12139185986175258,-0.05787800621332384,0.06498921807285621,0.12094557935063932,0.5877440672874737,0.4303503237589241,0.6932334848890077,0.3120260021668472,0.5872315187135508,"[[14382  2294]
 [11430  5184]]",0.0063288645,0.7668354511260986,0.0057595517
15,SEX,PINCP,l-diversity,2,10,0.7218088759894333,0.6892305890535753,-0.009795834573241957,0.7162022288253249,-0.024787204892429915,0.6156203063983178,0.6277418979461221,0.6108594723134413,0.6455840114887506,0.6154992080606981,"[[ 9705  6873]
 [ 5923 10789]]",0.00722535,0.9502407312393188,0.006737238
16,SEX,PINCP,l-diversity,2,10,0.7158373114689185,0.6815929975888757,-0.012350254327959886,0.711192823603304,-0.027504393312311137,0.6161009312105737,0.6290060380863911,0.6092677988977618,0.6500660026401056,0.6160580253816506,"[[ 9676  6948]
 [ 5832 10834]]",0.00631409,0.9977449178695679,0.0058034034
17,SEX,PINCP,l-diversity,2,10,0.19960161683710764,0.13793999197555973,0.028631261263217356,0.1398286809095181,0.10047354521304241,0.7063082006608591,0.7333424246556661,0.6689888535031847,0.8113947733719596,0.7067858383336086,"[[10069  6652]
 [ 3125 13444]]",0.022797456,1.3128257779448644,0.020462673
18,SEX,PINCP,l-diversity,2,10,0.16219139636558877,0.11147133365644069,0.014304144101816907,0.08982832276598235,0.0965542598858583,0.7140282367077201,0.718792461747504,0.7082484428662902,0.7296551724137931,0.7140000207539926,"[[11603  5012]
 [ 4508 12167]]",0.03493745,1.263988622995048,0.031195698
19,SEX,PINCP,l-diversity,2,10,0.476071886351239,0.5548526468682671,0.07686990824561635,0.3129717142601603,0.06004751274850528,0.6730549714629017,0.632892606583918,0.7191476314579182,0.5651126370316829,0.6727768362531378,"[[13024  3664]
 [ 7220  9382]]",0.0149313575,1.4824222326278687,0.013527845
20,SEX,PINCP,l-diversity,2,10,0.7139362534708201,0.676902995037425,-0.021861425757174202,0.7122429654491803,-0.038844927002821716,0.6151096425352959,0.6243953917861226,0.6043581886278515,0.6458068037111152,0.6153910499298478,"[[ 9827  6972]
 [ 5841 10650]]",0.0073364885,0.7786844368378107,0.006794702
21,SEX,PINCP,l-diversity,2,10,0.013868447015502827,0.01816209163703031,0.12224283424371729,-0.017826767801185528,0.1635270055498741,0.5428356863923101,0.6579308174687015,0.5227329547483839,0.8874605869512491,0.5459746082750054,"[[ 3435 13363]
 [ 1856 14636]]",0.001334235,0.2415577471256256,0.0012686028
22,SEX,PINCP,l-diversity,2,10,0.47458063930249955,0.5416555894382628,0.07071541079334775,0.3239646043739957,0.03755927697440642,0.6689996996094923,0.6299492897202539,0.7193036275788021,0.5603417373640818,0.6696102113596629,"[[12892  3660]
 [ 7359  9379]]",0.014178482,1.4456095695495605,0.013033342
23,SEX,PINCP,l-diversity,2,10,0.014451770469353975,0.00852349803384811,0.11429237209887128,-0.008837210367544257,0.1611668293875545,0.5474016221087413,0.661939913392717,0.5286717798007311,0.8850422991540169,0.5469547656511226,"[[ 3472 13151]
 [ 1916 14751]]",0.0013581717,0.3169148564338684,0.0012888821
24,SEX,PINCP,l-diversity,2,10,0.18379581179004045,0.12267003117531561,0.027868016120172867,0.12398092555130918,0.10023520110831874,0.7083808951637128,0.734696108439003,0.6746975857049641,0.8064071030055793,0.7082393495895474,"[[10140  6481]
 [ 3227 13442]]",0.022556558,1.2342856315069957,0.02012596
25,SEX,PINCP,l-diversity,2,10,0.19440862613536747,0.12956471894270127,0.0315210439284469,0.1298923120933283,0.1102924898304628,0.7081405827575848,0.7348542735509224,0.6741100485655636,0.8076300161957891,0.7079849340862212,"[[10110  6509]
 [ 3207 13464]]",0.02221539,1.1822506189346313,0.019939134
26,SEX,PINCP,l-diversity,2,10,0.18784253673869988,0.13635144373820363,0.022614680723488823,0.09847678807090271,0.11574106336613266,0.7186542505256834,0.7225546537117128,0.7072194839083792,0.7385696118209896,0.7188109428837319,"[[11728  5049]
 [ 4317 12196]]",0.036057785,1.8524417877197266,0.032202486
27,SEX,PINCP,l-diversity,2,10,0.7672587762129004,0.7385395789824991,-0.016483221573605933,0.7569045320080655,-0.1115576476009047,0.6203965154701111,0.6230574198359433,0.6198587453261322,0.6262892780043176,0.620385520186702,"[[10209  6405]
 [ 6232 10444]]",0.007827203,1.7985360622406006,0.0072992817
28,SEX,PINCP,l-diversity,2,10,0.19690983937914452,0.12888257661395586,0.026434880236510083,0.13702896651139918,0.10481764737566468,0.707569840793031,0.7337035314714008,0.672736393278154,0.8068222837203706,0.7077067982076776,"[[10144  6524]
 [ 3211 13411]]",0.022271622,1.2159502351182103,0.019868093
29,SEX,PINCP,l-diversity,2,10,0.1847481157786769,0.12761557236913457,0.03320988288289084,0.12379934689628125,0.10541177907656496,0.7036046860919195,0.7318239882586361,0.6632346421005961,0.8162362071056142,0.7046172700210138,"[[ 9960  6836]
 [ 3031 13463]]",0.02277565,1.433383803537184,0.020304084
30,SEX,PINCP,l-diversity,2,10,0.014112430635586759,0.019162558297542542,0.13105032559069474,-0.022145117714223006,0.17656754901102417,0.5472814659056774,0.6608609554670447,0.5274046404712305,0.8847382056998253,0.5482518081754982,"[[ 3535 13158]
 [ 1913 14684]]",0.0012990565,0.18330760300159454,0.001218308
31,SEX,PINCP,l-diversity,2,10,0.1698362199331036,0.12897901246868815,0.028024071138083695,0.08009222423485257,0.11273738220323393,0.7200060078101532,0.7240103040890652,0.7085071859063514,0.7402070593933523,0.7201601683421183,"[[11743  5030]
 [ 4291 12226]]",0.036154035,1.3929436389048557,0.032351878
32,SEX,PINCP,l-diversity,2,10,0.4802940970768165,0.5624042779472161,0.07469564413792484,0.3236192592702051,0.042560577102705444,0.6681586061880445,0.624570943075616,0.7122151604402418,0.5561338739938267,0.6673434921349821,"[[13054  3713]
 [ 7334  9189]]",0.015028543,1.5147820711135864,0.013815475
33,SEX,PINCP,l-diversity,2,10,0.182122055649933,0.1440646187851573,0.030394154418264208,0.08965629721945517,0.11176011878704162,0.7183238209672574,0.7229755679636031,0.7109819872167344,0.7353807320151451,0.7183299672327241,"[[11677  4974]
 [ 4403 12236]]",0.03684437,1.544187068939209,0.032969743
34,SEX,PINCP,l-diversity,2,10,0.18216242838093027,0.14306119847420562,0.025238372024574796,0.09610470727180553,0.10833088475949582,0.7131270651847401,0.7157568902910888,0.702090388882401,0.7299660029140359,0.713300280562738,"[[11716  5102]
 [ 4448 12024]]",0.034454405,1.3516576899277233,0.0307613
35,SEX,PINCP,l-diversity,2,10,0.16251580443376756,0.12214405235726411,0.026782718087661084,0.07448744296241822,0.11320807693365909,0.7184439771703214,0.722042644049702,0.7079553384508025,0.7367019667170953,0.7185746636448584,"[[11743  5022]
 [ 4351 12174]]",0.037057333,1.3635826740300763,0.032888725
36,SEX,PINCP,l-diversity,2,10,0.7658034948577255,0.735670211411836,-0.015929544570684073,0.754533732229822,-0.11437021726815988,0.6237608891559027,0.6268879025291191,0.6238956418618441,0.6299090038314177,0.6237390189782918,"[[10243  6343]
 [ 6182 10522]]",0.007016896,1.2119332551956177,0.0065223244
37,SEX,PINCP,l-diversity,2,10,0.48492187268513376,0.5611796367117187,0.07478503139190129,0.32756332067956484,0.041384023393557734,0.6702613397416641,0.6306154726250968,0.7177326694752968,0.5623574600888249,0.6703716576364258,"[[12943  3685]
 [ 7292  9370]]",0.013891118,2.108677864074707,0.012735496
38,SEX,PINCP,l-diversity,2,10,0.7693133701050923,0.7401203447172723,-0.019353547710067254,0.758558733281659,-0.0969549691638063,0.6219285070591769,0.6215647363040472,0.6196642685851319,0.6234768970925323,0.6219347147023218,"[[10368  6344]
 [ 6242 10336]]",0.0068421443,0.9409351348876953,0.00634597
39,SEX,PINCP,l-diversity,2,10,0.19515607659411416,0.13910179147843238,0.031166914292531156,0.13688045556532175,0.0985562440029456,0.7023130069089817,0.7309404865334492,0.6665841339011588,0.8090515686981609,0.7023578765902526,"[[ 9919  6733]
 [ 3177 13461]]",0.024244245,1.418503774376716,0.021639813
0,SEX,PINCP,l-diversity,2,20,0.7109008938539274,0.6683508486829389,-0.020852530568132743,0.7099244625141932,-0.021516497546390068,0.6212075698407931,0.6345351263621609,0.6106772286064933,0.6603329714078899,0.6213644273027962,"[[ 9733  6979]
 [ 5631 10947]]",0.0071187527,1.1450588703155518,0.006500964
1,SEX,PINCP,l-diversity,2,20,0.1653376430062119,0.1266119931268469,0.025817514345016557,0.07820384210917297,0.10861143058977174,0.7176329227996395,0.7203712517848644,0.7108553983443903,0.730145329554363,0.7176793565830114,"[[11782  4925]
 [ 4475 12108]]",0.037043173,1.4116658696743085,0.032795813
2,SEX,PINCP,l-diversity,2,20,0.11798809657252163,0.1175912043978011,-0.06197306903770983,0.06503407714851998,0.11604926093827517,0.5919795734454791,0.43920564799141243,0.704876755897164,0.3189805097451274,0.5924724998319377,"[[14388  2227]
 [11356  5319]]",0.006486703,1.3114805221557617,0.0058537
3,SEX,PINCP,l-diversity,2,20,0.6952497328101934,0.6631378983437342,-0.0026252791972447564,0.6876491766017774,-0.008908688070973225,0.6165815560228297,0.6332605447649695,0.6127669039145908,0.6551724137931034,0.6161715135146453,"[[ 9506  6964]
 [ 5800 11020]]",0.0077222288,1.1728605031967163,0.0071602804
4,SEX,PINCP,l-diversity,2,20,0.017434610707575904,0.018674988334705933,0.12447247660701893,-0.01043281451070821,0.17162550027017254,0.5408531090417543,0.6563237774030354,0.5235310997919507,0.8793757908055673,0.541826516381637,"[[ 3410 13283]
 [ 2002 14595]]",0.001297059,0.26285356283187866,0.0012445364
5,SEX,PINCP,l-diversity,2,20,0.1756819203577356,0.11585308740974465,0.013699726831563286,0.09870951496418162,0.10932802900780059,0.7138780414538901,0.7190845548116908,0.7040309540309541,0.7347959737206919,0.7139456843272601,"[[11574  5125]
 [ 4400 12191]]",0.037548576,2.0026209354400635,0.033592284
6,SEX,PINCP,l-diversity,2,20,0.48154038286279705,0.554960574661644,0.07111589951124486,0.32122985980668095,0.04136971505133391,0.6746470411534996,0.634322563219555,0.7240077071290945,0.5644075943282865,0.6746404185746923,"[[13065  3581]
 [ 7250  9394]]",0.014817249,1.7828789949417114,0.013492139
7,SEX,PINCP,l-diversity,2,20,0.47711641716067577,0.5650789114917278,0.08166499002307792,0.31620273721205333,0.07611622689108033,0.664313607689997,0.6233442313525902,0.7051242946469422,0.5585623678646935,0.6637448827671241,"[[12868  3867]
 [ 7308  9247]]",0.015805285,1.8690030574798584,0.0146272415
8,SEX,PINCP,l-diversity,2,20,0.7095484262106497,0.6774184119766552,-0.005190541050371089,0.7008195466129946,-0.021066209916718037,0.6190747972364073,0.6318692484106018,0.6152758932609679,0.6493824213855242,0.6188657917828353,"[[ 9726  6805]
 [ 5876 10883]]",0.008227307,1.0946011543273926,0.0076462845
9,SEX,PINCP,l-diversity,2,20,0.18615493904494068,0.1275852524891915,0.030097281186069802,0.12306667018349027,0.1081926537465756,0.7032141784319615,0.7286310700944847,0.6713909698319498,0.7965409560413164,0.7031749136499406,"[[10146  6492]
 [ 3388 13264]]",0.023735192,1.4272160337260997,0.021164155
10,SEX,PINCP,l-diversity,2,20,0.11927355982127735,0.12683316745896445,-0.05669447295607488,0.05877258579488852,0.12923526915969674,0.5947131270651848,0.4355284076646306,0.708452429563087,0.3144065237088493,0.593205652054604,"[[14593  2142]
 [11350  5205]]",0.0073097427,2.9545958042144775,0.00669208
11,SEX,PINCP,l-diversity,2,20,0.12337445385745316,0.1291415548595808,-0.059668056621862364,0.06193735388630958,0.12948762930620028,0.6009912886752778,0.4415857401101442,0.7063887020847344,0.3211839530332681,0.5961510744030433,"[[14755  2183]
 [11100  5252]]",0.0063511347,1.0495312213897705,0.0058016963
12,SEX,PINCP,l-diversity,2,20,0.2542891751850419,0.19432818319170808,0.013670826116669477,0.19342099754089892,0.06959223667923387,0.7119555422048663,0.7258954349255352,0.6859905991679723,0.770729634575695,0.7125532092954593,"[[11004  5812]
 [ 3777 12697]]",0.0365715,1.8018665313720703,0.03272188
