SEED,protected_att,target,method,anon_parameter,fraction,SPD,EOD,MAD,PED,PRD,ACC,f1,Precision,Recall,ROC_AUC,CM,ASF,ALF,NCF
17,RAC1P,PINCP,k-anonymity,10,0.4,0.1645556134470854,0.12698645808509834,0.010662145753071894,0.08604356593910498,0.05129119611477495,0.7657479723640733,0.7698018523301724,0.7551289290419725,0.7850562947799385,0.7657896425041713,"[[49811 16913]
 [14280 52156]]",0.11937481,2.344411611557007,0.08573866
39,SEX,PINCP,l-diversity,2,0.3,0.1525767977845917,0.1140089729921252,0.028016465508584276,0.060218238764248755,0.11958065428148323,0.7195854610994292,0.7216064416720513,0.7134292565947242,0.7299732507391243,0.7196297887427102,"[[35570 14579]
 [13426 36295]]",0.01625837,1.4223521188205486,0.0151826795
18,RAC1P,PINCP,k-anonymity,10,0.4,0.1663646451970343,0.13033179250018667,0.011745722737010023,0.08765243317409085,0.05199237968111481,0.764418744367678,0.7688930144837849,0.7521475929662726,0.7864010368003858,0.7644917971044233,"[[49606 17196]
 [14174 52184]]",0.11724546,2.2845406123365173,0.08490029
40,SEX,PINCP,l-diversity,2,0.3,0.20230525209347833,0.14789631635747913,0.033639304912160495,0.13199630566882659,0.11002098231678925,0.7059977971362772,0.7292477362005053,0.6733074513009126,0.7953256365903697,0.7063843049756762,"[[30966 19186]
 [10176 39542]]",0.011747582,1.3080511093139648,0.011092748
19,RAC1P,PINCP,k-anonymity,10,0.4,0.17598695147836374,0.13937924910151211,0.006778739052301308,0.10238206738531427,0.03349610047894225,0.7655977771102433,0.7688045805032332,0.7543497536229777,0.7838241957408246,0.7656985056374025,"[[50050 16900]
 [14313 51897]]",0.11761167,2.0955200062722708,0.085074395
41,SEX,PINCP,l-diversity,2,0.3,0.17577257314421407,0.13431361574565104,0.02546943535354229,0.08606960781691181,0.10878898933275716,0.7209572444177431,0.7230867068105488,0.7117288056022847,0.7348129897406899,0.7210725392759533,"[[35617 14737]
 [13131 36385]]",0.016387545,1.5174121856689453,0.015283413
20,RAC1P,PINCP,k-anonymity,10,0.4,0.1656761502375787,0.1295093652692033,0.01276555227149867,0.08512347862031627,0.05490995639239049,0.7656127966356263,0.7700897954373015,0.7534884391397105,0.7874391768729003,0.7656778387846135,"[[49678 17101]
 [14110 52271]]",0.12091879,2.649442672729492,0.08670524
21,RAC1P,PINCP,k-anonymity,10,0.4,0.15553030711899668,0.11864530192365641,0.009724713676270924,0.08011896583853007,0.05178149037212132,0.7639756683688795,0.7668558287897334,0.7539089848308052,0.7802551135934788,0.7640571689913147,"[[50043 16872]
 [14557 51688]]",0.118309796,2.369640746773929,0.08556977
22,RAC1P,PINCP,k-anonymity,10,0.4,0.16483610575599283,0.12491711952439977,0.00606221535399043,0.0930273251597688,0.041467403730579666,0.7643811955542205,0.7679140745781768,0.7510091875859075,0.7855975299673084,0.764541848694601,"[[49879 17209]
 [14166 51906]]",0.11994189,2.3840560421564296,0.08617331
45,SEX,PINCP,l-diversity,2,0.3,0.16935479110587925,0.12458174063293892,0.02215980748928703,0.08695319388821138,0.10606212226888512,0.7168719335135676,0.720879728342415,0.7062122853164166,0.7361693548387097,0.7170005318056688,"[[35080 15190]
 [13086 36514]]",0.016479583,1.424377628303846,0.015425419
23,RAC1P,PINCP,k-anonymity,10,0.4,0.1578341907809151,0.1212136928939258,0.01027804731729276,0.08246967431521468,0.047587650361871514,0.767219885851607,0.7709643334786496,0.7572722522208675,0.7851606591918128,0.7672561895974053,"[[49993 16722]
 [14275 52170]]",0.11738758,2.3715004959850345,0.08464585
24,RAC1P,PINCP,k-anonymity,10,0.4,0.16408047535893577,0.12787287924683954,0.008766458835535618,0.09220560854748638,0.04163872127952706,0.7632171823370382,0.7678886925795053,0.7508313778558369,0.7857390361119062,0.7632856419198107,"[[49475 17308]
 [14222 52155]]",0.11924098,2.7515006065368652,0.085722685
47,SEX,PINCP,l-diversity,2,0.3,0.19576489547871662,0.13954604952079175,0.034687241291812776,0.12669012805318614,0.11027789368461638,0.7075097626914989,0.7325563297107752,0.6728446970971106,0.8038983221139355,0.7078367970214424,"[[30653 19452]
 [ 9759 40006]]",0.01104851,1.2648583911658193,0.010534704
25,RAC1P,PINCP,k-anonymity,10,0.4,0.16246969682229007,0.12711476275031774,0.010929004601356151,0.08441435003182263,0.052344175749433286,0.7634574947431662,0.7664635140946365,0.7529096444334387,0.7805143228183562,0.7635484651724181,"[[49974 16963]
 [14535 51688]]",0.11754861,2.441311836242676,0.084800124
48,SEX,PINCP,l-diversity,2,0.3,0.7671632583054704,0.7381817321546718,-0.019367523791314456,0.7574286999267037,-0.11924304127313834,0.6197957344547912,0.6206200605473239,0.6178483329354659,0.6234167687027038,0.6198041266941623,"[[30841 19210]
 [18761 31058]]",0.0029626142,1.3863335847854614,0.0029066328
26,RAC1P,PINCP,k-anonymity,10,0.4,0.16455960364673916,0.13589300987915132,0.015440605500063431,0.08571872801339303,0.050843191455233416,0.7643661760288375,0.7683584954412905,0.7500144125446789,0.7876224061993916,0.7645426195763165,"[[49744 17345]
 [14032 52039]]",0.11923981,2.2677997692697525,0.08562259
49,SEX,PINCP,l-diversity,2,0.3,0.16911437797767537,0.12724142876771172,0.025770159192934017,0.07939483776876466,0.1143659663748201,0.7172924802242916,0.7208534366843312,0.71201171875,0.7299175076085216,0.7172902043510699,"[[35181 14745]
 [13489 36455]]",0.015826257,1.6534085602026076,0.014712366
27,RAC1P,PINCP,k-anonymity,10,0.4,0.16500418457689003,0.13479849068488792,0.01383735398229713,0.08854349829727723,0.046506749846618956,0.7635551216581556,0.7681055880035059,0.7517119091210518,0.7852302502785893,0.763611619731379,"[[49531 17223]
 [14262 52144]]",0.11933199,2.6469753324253307,0.08557318
28,RAC1P,PINCP,k-anonymity,10,0.4,0.15656790479715532,0.12052645686412744,0.011169863001159297,0.08203382058786401,0.05274945222085392,0.7625713427455693,0.7671801820377626,0.7485916302598299,0.7867153990213255,0.762704057878351,"[[49454 17494]
 [14122 52090]]",0.12218517,2.7256712913513184,0.08708523
51,SEX,PINCP,l-diversity,2,0.3,0.47273197781079734,0.5490882104003832,0.07045848924500109,0.3174160812839215,0.04837228282149719,0.6681085411034344,0.6244760156798768,0.7153610548720345,0.5540812223562526,0.6676649877989123,"[[39164 10966]
 [22180 27560]]",0.006161709,2.128300905227661,0.005910598
29,RAC1P,PINCP,k-anonymity,10,0.4,0.1647574583625384,0.13146740031310433,0.013273169502135307,0.08473273506513529,0.05546523193444408,0.7624286572544308,0.7662605380403863,0.7509848221527053,0.7821706011011389,0.7625128037286146,"[[49671 17194]
 [14441 51854]]",0.11956586,2.715484142303467,0.085889116
30,RAC1P,PINCP,k-anonymity,10,0.4,0.16648969610574182,0.13428307201765688,0.014107708100849936,0.08696407323513777,0.05181532805476341,0.7647641934514869,0.7692523020257827,0.7516879975813766,0.7876570773431489,0.7648638155479486,"[[49623 17248]
 [14076 52213]]",0.12060894,2.276475429534912,0.08648977
53,SEX,PINCP,l-diversity,2,0.3,0.18242859040103365,0.11979410923122769,0.030274128435443193,0.11889107095810308,0.10956559372105457,0.707529788725343,0.7334969571445517,0.6714328667357098,0.8082034784357093,0.7079313991360755,"[[30465 19670]
 [ 9539 40196]]",0.011052813,1.4359458261644642,0.0104716085
31,RAC1P,PINCP,k-anonymity,10,0.4,0.1674857287535002,0.1315204079779635,0.010081238262019232,0.08956334374869623,0.04661357989074111,0.7661910483628718,0.7693641104658054,0.7555507056598283,0.7836920105037578,0.766274239279802,"[[50097 16801]
 [14333 51929]]",0.1197228,2.776019350711994,0.08648403
32,RAC1P,PINCP,k-anonymity,10,0.4,0.1664838398170444,0.1252950655887558,0.007814571068254561,0.09074992055393216,0.04922829747323332,0.7638555121658156,0.7683524255037019,0.7511162321762926,0.7863982507728267,0.7639448804915072,"[[49565 17280]
 [14165 52150]]",0.119237326,2.3914566040039062,0.08562799
33,RAC1P,PINCP,k-anonymity,10,0.4,0.16552253999469746,0.13312307859999772,0.013589307013331386,0.08704191329031091,0.05164132970615576,0.7633899068789426,0.7678991064259247,0.7505652280353106,0.7860525442644708,0.7634827893189408,"[[49533 17321]
 [14186 52120]]",0.12105517,2.303422451019287,0.086856395
56,SEX,PINCP,l-diversity,2,0.3,0.18287497904556638,0.11967290245883233,0.027280401323798165,0.12251347545739438,0.10616600607642246,0.7055071593070992,0.7314480856853274,0.6719061918102364,0.8025688293992707,0.7055634956379109,"[[30406 19558]
 [ 9853 40053]]",0.012346713,1.2660006284713745,0.011467223
34,RAC1P,PINCP,k-anonymity,10,0.4,0.1605761875311289,0.12115689783355488,0.008605815095814595,0.0878668199282839,0.04814724106900703,0.7621282667467708,0.767582639322009,0.7502151462994836,0.7857733042890408,0.762133592605516,"[[49180 17415]
 [14260 52305]]",0.122942016,2.4325690878411974,0.08784452
35,RAC1P,PINCP,k-anonymity,10,0.4,0.16121136138584996,0.12439363717611751,0.012288428037658616,0.08292055961397585,0.054106826882974746,0.7645163712826675,0.7697504167064405,0.7545526524148852,0.7855729744312221,0.7644713663510456,"[[49388 17050]
 [14307 52415]]",0.1196517,2.320415912245047,0.08584918
36,RAC1P,PINCP,k-anonymity,10,0.4,0.15665826283321016,0.11815782235073591,0.006869880028878117,0.08841603283173766,0.040166191898400316,0.7639080805046561,0.7683852240411393,0.7511956208585422,0.786379949935157,0.76399750271793,"[[49574 17272]
 [14166 52148]]",0.11968223,2.6821322441101074,0.08586314
59,SEX,PINCP,l-diversity,2,0.3,0.18406934868689806,0.12401432390743805,0.03275893131684804,0.1185515509044921,0.11185207447959844,0.7062981876439371,0.7324894206916679,0.6707196900105222,0.8067905575087896,0.7066191533925823,"[[30380 19715]
 [ 9617 40158]]",0.010335894,1.2108295616115308,0.009811754
37,RAC1P,PINCP,k-anonymity,10,0.4,0.16467804118899948,0.12646713910694518,0.00831358928383108,0.0913110964906132,0.04615288322146227,0.7631796335235806,0.7673569357658742,0.7477785765636233,0.7879880607869578,0.7633935151981961,"[[49617 17542]
 [13993 52008]]",0.118045464,2.6077453830061788,0.08492249
60,SEX,PINCP,l-diversity,2,0.3,0.4826936663221486,0.5662309307779244,0.07935658110564248,0.32071991582099113,0.06033144407115654,0.6698407930309402,0.6292127250441373,0.7126445565235111,0.5632688397189394,0.6692761003040824,"[[38920 11281]
 [21692 27977]]",0.006162813,1.7688833475112915,0.005926901
38,RAC1P,PINCP,k-anonymity,10,0.4,0.1607272067622737,0.1278241633337598,0.012909637025921405,0.08417626225066491,0.04930314810026315,0.7648242715530189,0.7691547863008448,0.7534044796164455,0.7855776904428483,0.7648768165768002,"[[49673 17076]
 [14240 52171]]",0.11970174,2.1957789604791853,0.08614185
39,RAC1P,PINCP,k-anonymity,10,0.4,0.16908362658585363,0.13556223722706795,0.010364868196675148,0.09366726282074589,0.041846034124122244,0.7647641934514869,0.7683101821032854,0.7525465478519162,0.7847483492739827,0.7648826476949067,"[[49899 17078]
 [14246 51937]]",0.120276704,2.5058467170764325,0.08624732
0,SEX,PINCP,l-diversity,2,0.4,0.4700967301547275,0.5538137680494017,0.07916690052723696,0.30777460768062737,0.07719989240824732,0.6669044758185642,0.625047550614988,0.7114540835963359,0.5573562889146855,0.6664963072309888,"[[51835 14994]
 [29361 36970]]",0.005480427,2.0171077251434326,0.0053156586
0,RAC1P,PINCP,k-anonymity,10,0.5,0.16572268031162468,0.13114950149363358,0.01091275600571151,0.08734257979233356,0.04939579650478809,0.7642054671072395,0.767134991456237,0.7543523920653442,0.7803582637245908,0.7642790768423208,"[[62554 21052]
 [18196 64648]]",0.10886008,2.670031635904242,0.08026328
1,SEX,PINCP,l-diversity,2,0.4,0.46907617523766676,0.5450244425721721,0.07306396588401465,0.3142875631762056,0.05495668037600043,0.6686242114749174,0.628068105192178,0.7129844034063726,0.5612261806130903,0.6683105818827338,"[[51777 14998]
 [29128 37257]]",0.0052962205,1.685779333114624,0.0051318496
1,RAC1P,PINCP,k-anonymity,10,0.5,0.15354377337253383,0.12006498696449264,0.012284504815704422,0.07799256996217285,0.053393580374817784,0.7635866626614599,0.7668240885038604,0.7510388374306475,0.7832871306305761,0.7637318732241177,"[[62394 21449]
 [17902 64705]]",0.10573383,2.6767625798059145,0.07762489
2,SEX,PINCP,l-diversity,2,0.4,0.46954624642220444,0.5440729016612788,0.07344894698512605,0.3138395788467965,0.06123738271344148,0.6686917993391409,0.629272022924177,0.7135887173623022,0.5627752476289248,0.6686139066642726,"[[51601 15028]
 [29089 37442]]",0.0050526294,2.1684226989746094,0.0048903837
2,RAC1P,PINCP,k-anonymity,10,0.5,0.16234585422940012,0.12789522713918766,0.013180307453318774,0.08245985412616033,0.05457865406518603,0.7651907479723641,0.7692144173083282,0.7543983599532077,0.7846240950212617,0.7652401249822561,"[[62232 21205]
 [17879 65134]]",0.10794325,2.2870055293454845,0.078858726
3,SEX,PINCP,l-diversity,2,0.4,0.46819602668684684,0.5467097647405921,0.07482719360275869,0.30981994742812535,0.0635600812538124,0.6685716431360769,0.626665425968379,0.7138727209651929,0.5584452786949508,0.6681547537221106,"[[51987 14846]
 [29287 37040]]",0.005171547,1.8682396411895752,0.005015008
3,RAC1P,PINCP,k-anonymity,10,0.5,0.16407938496439617,0.12983869266702153,0.011196509855452508,0.08663263096886417,0.048873919846919245,0.7631781315710423,0.7667500991130125,0.7552514396288439,0.7786043046158653,0.7631803555108352,"[[62241 20996]
 [18423 64790]]",0.10612707,2.0771882098964913,0.077588744
4,SEX,PINCP,l-diversity,2,0.4,0.16744376948555184,0.12103976763774527,0.02364795640888595,0.08003368344747552,0.11587544298580654,0.7173475518173625,0.7212701986166447,0.7079020816373996,0.735152924126687,0.7174374860030907,"[[46824 20094]
 [17544 48698]]",0.01341756,1.86981498754031,0.012609428
4,RAC1P,PINCP,k-anonymity,10,0.5,0.15140588298231838,0.11412089332072284,0.011025534804856574,0.07863948089059045,0.05212216102900047,0.7644998498047462,0.7697305426156222,0.7499456279117684,0.7905876674309159,0.7646106559217274,"[[61735 21845]
 [17354 65516]]",0.10941148,2.898821414236971,0.07992115
5,SEX,PINCP,l-diversity,2,0.4,0.18493187723370808,0.12789287362949797,0.03213248677575675,0.12021040728495519,0.10964836301931624,0.704182937819165,0.7294852865432819,0.6672780953577486,0.8044834898515602,0.7050195227035578,"[[40657 26483]
 [12908 53112]]",0.008788599,1.7033628595190538,0.008462393
5,RAC1P,PINCP,k-anonymity,10,0.5,0.16434133712936544,0.12256606330131314,0.005427105454461345,0.09340327489370892,0.03990754961022025,0.7648062481225594,0.7695142773035031,0.7543517406962785,0.7852988536134009,0.7648079715971656,"[[61951 21281]
 [17867 65351]]",0.10789903,2.176283995587692,0.07854052
6,SEX,PINCP,l-diversity,2,0.4,0.7144187909573131,0.6822278908387003,-0.0115473239977677,0.7049464006062396,-0.021668291205884427,0.6198708320817062,0.6309726900252249,0.6123217115689382,0.6507955605016994,0.6199107253803009,"[[39268 27398]
 [23220 43274]]",0.0026022187,0.9479297399520874,0.002548109
6,RAC1P,PINCP,k-anonymity,10,0.5,0.15685281720627559,0.12377334757210745,0.011891604468634798,0.08325804786225222,0.04686597761429645,0.764133373385401,0.7685796472696407,0.7528436319964895,0.7849875377779918,0.7641768825953953,"[[61996 21403]
 [17857 65194]]",0.10878714,3.1751668872217986,0.08030716
7,RAC1P,PINCP,k-anonymity,10,0.5,0.16367605125159124,0.1323155222908341,0.014023643208386782,0.08455269794236178,0.0516589039394747,0.764193451486933,0.768036972247175,0.7533709754089808,0.7832853164892655,0.7642547335084273,"[[62221 21272]
 [17978 64979]]",0.10923865,2.3054022789001465,0.079382814
8,RAC1P,PINCP,k-anonymity,10,0.5,0.16074131782049833,0.12871608798179324,0.013486357726443243,0.08082191039193984,0.05262488138948762,0.7661399819765695,0.7688315081834811,0.7565479599350171,0.7815205186714477,0.7662131849662321,"[[62793 20830]
 [18096 64731]]",0.10941828,2.523712396621704,0.079968944
8,SEX,PINCP,l-diversity,2,0.4,0.1874200944344313,0.1258026848130468,0.03387350067566619,0.11843211824450645,0.11858633679734165,0.7064283568639231,0.7316915812159399,0.6687535286368483,0.8077068780022123,0.7073134714575208,"[[40765 26402]
 [12690 53303]]",0.008761916,1.2603506756189817,0.008423515
9,RAC1P,PINCP,k-anonymity,10,0.5,0.16544257714382288,0.13513852669900295,0.013109673436238034,0.08811022398324714,0.04396759274690143,0.7659056773805948,0.7692480797815956,0.7568638418869156,0.7820443352719478,0.7659397345716221,"[[62537 20864]
 [18101 64948]]",0.10631995,3.299566176587401,0.077865124
9,SEX,PINCP,l-diversity,2,0.4,0.17668170113922266,0.11805134375468274,0.03530227354999016,0.10890647235225126,0.11688101258561856,0.7058651246620606,0.7324640195629751,0.6695639142814327,0.808407339836859,0.706259417483401,"[[40377 26460]
 [12707 53616]]",0.008969002,1.183488737314772,0.0086115105
10,RAC1P,PINCP,k-anonymity,10,0.5,0.1671592809259862,0.1339284315830731,0.011887915034804908,0.08758955956523684,0.04727613551788423,0.7663923100030039,0.7692754999109951,0.7582701665730863,0.7806049950627393,0.7664234931193228,"[[62743 20665]
 [18219 64823]]",0.10559461,2.3761230332580143,0.0780286
10,SEX,PINCP,l-diversity,2,0.4,0.16993538718260492,0.12600317087615354,0.0261611990771895,0.07871328799964883,0.11878414991202502,0.7173700811054371,0.7209059155932279,0.7101987142022209,0.7319409098438417,0.7174078435037075,"[[46919 19834]
 [17801 48606]]",0.013246007,1.5280933355251665,0.012447564
11,RAC1P,PINCP,k-anonymity,10,0.5,0.15572128641488664,0.12145432173511483,0.010958150077424955,0.08261014497372357,0.048023435450009755,0.7635325923700811,0.7675654607943875,0.7511095187462438,0.7847586156929988,0.7636369002708143,"[[62101 21535]
 [17825 64989]]",0.10990466,3.3768581164993816,0.08109339
11,SEX,PINCP,l-diversity,2,0.4,0.1829199748404684,0.12407262735944802,0.030129557314509836,0.11909062664654796,0.10744146696878032,0.7062481225593271,0.7310580017051236,0.6701626118744485,0.8041262062498109,0.7069284194748742,"[[40880 26166]
 [12950 53164]]",0.008797569,1.1946296691894531,0.008447409
12,RAC1P,PINCP,k-anonymity,10,0.5,0.17105264887891597,0.13918452442056617,0.013208688553439485,0.09225182628880318,0.04574330887763689,0.7645118654250526,0.7692217113048803,0.7552634317227984,0.7837056410010318,0.7644820685991006,"[[61928 21168]
 [18029 65325]]",0.106217034,2.5535516089229544,0.0778232
12,SEX,PINCP,l-diversity,2,0.4,0.47427387946756877,0.5546283724296006,0.07792761453089458,0.3147570909329645,0.07188799430147197,0.6660483628717333,0.626213551429364,0.7114752845901139,0.5592001561256812,0.6661013478420943,"[[51441 15106]
 [29363 37250]]",0.005509888,1.9419370889663696,0.005330797
13,RAC1P,PINCP,k-anonymity,10,0.5,0.16644569624303074,0.12776344572512355,0.007991681483696,0.09308177352536634,0.042168328039904224,0.7648122559327125,0.7694346445840966,0.7534372981452432,0.7861260545666799,0.764846517968209,"[[61983 21376]
 [17771 65320]]",0.10646861,2.131977764261501,0.078051485
13,SEX,PINCP,l-diversity,2,0.4,0.4774798974806953,0.5558144873485426,0.0739373229780288,0.3195724284285405,0.05301014228224399,0.66843646740763,0.6264183512011035,0.7152297406963712,0.5572265125171235,0.668184819699841,"[[51993 14738]
 [29413 37016]]",0.005213136,1.5029306411743164,0.0050518387
14,RAC1P,PINCP,k-anonymity,10,0.5,0.17108448703130946,0.13862153277101352,0.012686297955479597,0.09052160059110115,0.047218032492808426,0.7662541303694803,0.7696243005595523,0.7567507772563723,0.7829434016818061,0.7662979316064463,"[[62554 20890]
 [18017 64989]]",0.10718749,2.3044760486721003,0.07863947
14,SEX,PINCP,l-diversity,2,0.4,0.18967903486099552,0.13081439403607587,0.031113969613913217,0.12526089222895936,0.10789329540771675,0.7056323220186242,0.7312075704587532,0.6713846773787336,0.8027341985606311,0.7058680132475326,"[[40646 26096]
 [13102 53316]]",0.009043559,1.5598248548320484,0.0086768055
15,RAC1P,PINCP,k-anonymity,10,0.5,0.16487136024792642,0.13075341913052563,0.012337875329577752,0.0862007786264686,0.05126118982959105,0.7642415139681586,0.7683033394738085,0.753497475332376,0.7837027222356059,0.764289333070338,"[[62145 21285]
 [17957 65063]]",0.10438446,2.960706014070744,0.076728
15,SEX,PINCP,l-diversity,2,0.4,0.17604782187800283,0.11823679908674112,0.035969455691039154,0.10952551658424853,0.11641474770445226,0.7040853109041755,0.7319820432594206,0.6690956117335456,0.8079157970601042,0.704052551394428,"[[39948 26611]
 [12793 53808]]",0.008945074,1.778022289276123,0.008576582
16,RAC1P,PINCP,k-anonymity,10,0.5,0.1599925340324837,0.1252909182448284,0.011858283228827982,0.0833898402020288,0.05036987635939183,0.7652748573145088,0.7693787925294548,0.7534306754991387,0.786016668073764,0.7653523253221807,"[[62209 21328]
 [17742 65171]]",0.113043524,3.110303561713109,0.082007766
17,RAC1P,PINCP,k-anonymity,10,0.5,0.15959561410722906,0.12365552870559515,0.009616566225362777,0.08391596819569355,0.04831253739911456,0.7652868729348152,0.7677841179267713,0.7541921621747864,0.7818749697351218,0.7654097316056283,"[[62796 21050]
 [18018 64586]]",0.10670374,2.529239408556741,0.077764355
17,SEX,PINCP,l-diversity,2,0.4,0.19836081027049263,0.133069167152167,0.025294553272468656,0.13674630039642605,0.10087105645701178,0.7098828477020126,0.7338220703340315,0.6766454891994917,0.8015533746763803,0.7100806858994275,"[[41276 25448]
 [13184 53252]]",0.008997827,1.6052312850952148,0.008629937
18,RAC1P,PINCP,k-anonymity,10,0.5,0.16505553324963085,0.12701412560050973,0.00809495934855009,0.09178606698124675,0.042765256883552705,0.7653890057074196,0.769372508489591,0.7518034187047703,0.7877824004644187,0.7655336327227187,"[[62262 21504]
 [17547 65137]]",0.10783829,2.4182877222754104,0.07986581
19,RAC1P,PINCP,k-anonymity,10,0.5,0.16408252593789896,0.12633358909651204,0.008801222042655099,0.09002956629337311,0.04334687756949063,0.7658996695704415,0.7702042838271372,0.7548550423082259,0.7861907055140862,0.7659398185203241,"[[62183 21207]
 [17759 65301]]",0.11099198,2.322276180084797,0.0810824
18,SEX,PINCP,l-diversity,2,0.4,0.7669165260369011,0.7410742870090776,-0.017084965010437103,0.7534126422999078,-0.11549542464495588,0.62089215980775,0.6207212622088655,0.6189356027688712,0.6225172548901413,0.6208975604111495,"[[41369 25433]
 [25049 41309]]",0.0024688053,0.7013325365000095,0.0024232964
20,RAC1P,PINCP,k-anonymity,10,0.5,0.16339501794871353,0.13059803117785695,0.012265368706704693,0.08660686314856675,0.047356068718903854,0.7656653649744668,0.7692271283110184,0.7531454920406887,0.7860105193156399,0.7657916946688654,"[[62438 21307]
 [17698 65007]]",0.10643543,2.837131977081299,0.07792939
19,SEX,PINCP,l-diversity,2,0.4,0.7694223599604371,0.740816142958419,-0.021677347412194403,0.7584313291547952,-0.11641188816934445,0.6211099429258036,0.6225414281973591,0.616796382773701,0.6283945023410361,0.6211502011331768,"[[41101 25849]
 [24604 41606]]",0.0027608576,1.0740247964859009,0.0027129496
21,RAC1P,PINCP,k-anonymity,10,0.5,0.16542130068832334,0.13926916069523532,0.014946135308293917,0.08805544850095995,0.04247334589932339,0.7653349354160408,0.768387846588079,0.7564033715473161,0.7807582001783433,0.7653791000891716,"[[62598 20866]
 [18194 64792]]",0.11384498,2.329665702740515,0.081375964
22,RAC1P,PINCP,k-anonymity,10,0.5,0.1680180366888746,0.13324939525763624,0.009901615069258352,0.09132968983224996,0.04530549095130043,0.7646680684890358,0.7675380552505859,0.7524668373283686,0.7832253376127899,0.7648140754941224,"[[62612 21273]
 [17898 64667]]",0.10997727,2.1684768199920654,0.08059315
21,SEX,PINCP,l-diversity,2,0.4,0.1914689198131811,0.13200016699533124,0.033012426627691216,0.12502530792093952,0.11107500520273084,0.7066010814058276,0.7324169389138877,0.6703568115142549,0.8071401615216243,0.7071044153644137,"[[40622 26293]
 [12776 53469]]",0.008902462,1.2539334807584102,0.008548447
23,RAC1P,PINCP,k-anonymity,10,0.5,0.16970683624468563,0.13620804725126878,0.012169512470771249,0.0927852039244122,0.04413456371491142,0.765310904175428,0.7704979672408525,0.7543050395131883,0.7874013857034786,0.7652965616040688,"[[61812 21359]
 [17705 65574]]",0.10710033,2.4462277013318197,0.07784568
22,SEX,PINCP,l-diversity,2,0.4,0.01567420337470249,0.024670989985278502,0.1259062504503346,-0.019799576117344175,0.16681252431313032,0.5419645539200961,0.6566577723736504,0.5227659765169849,0.8827491221697542,0.5445450237607655,"[[13843 53245]
 [ 7747 58325]]",0.00047335462,0.3778713345527649,0.00046920023
24,RAC1P,PINCP,k-anonymity,10,0.5,0.15645361752279024,0.11678136824060303,0.010016807328469657,0.08107226042646143,0.05320755276110545,0.7645419044758186,0.769640401095607,0.7537618439079428,0.7862023416391474,0.7645288834736165,"[[61787 21388]
 [17804 65471]]",0.111573115,2.7467451095581055,0.08162975
23,SEX,PINCP,l-diversity,2,0.4,0.48123819336689433,0.5603694062936978,0.07508746329456117,0.3213114983153827,0.04828130103528272,0.6699158906578552,0.6276410091323427,0.717948717948718,0.5575137331627662,0.669688441189792,"[[52162 14553]
 [29401 37044]]",0.0047280127,1.519380807876587,0.0045677614
25,RAC1P,PINCP,k-anonymity,10,0.5,0.16383384794538602,0.1271287933700418,0.010449122598457872,0.08808862805532414,0.046774286666459775,0.7660438570141184,0.7706298813745008,0.7539589240024894,0.7880547390738688,0.7661000462549765,"[[62090 21348]
 [17594 65418]]",0.10709886,2.2857565879821777,0.07805414
24,SEX,PINCP,l-diversity,2,0.4,0.16471605968909736,0.11934928964436065,0.023184255059912062,0.07898525591203681,0.11260567957850076,0.7174076299188946,0.7215274180418856,0.7090599682922927,0.7344411467827712,0.7174594066273887,"[[46780 20003]
 [17627 48750]]",0.013240132,1.9334337711334229,0.012432413
26,RAC1P,PINCP,k-anonymity,10,0.5,0.1656667281445866,0.13504896485738926,0.011795146810495427,0.09007487760411056,0.0432272164743166,0.7635145689396216,0.7665454804253578,0.7530003961688145,0.7805867929314281,0.7636035409774937,"[[62463 21198]
 [18165 64624]]",0.11147918,2.409170150756836,0.081816584
25,SEX,PINCP,l-diversity,2,0.4,0.16838626599193895,0.12784447266814558,0.02762626442337146,0.07712012456237527,0.11426652328791875,0.7202313006908981,0.7234298440979955,0.7115235772595178,0.7357413587424309,0.7203140216184031,"[[47183 19754]
 [17500 48723]]",0.013068924,1.4739342980138794,0.012295978
27,RAC1P,PINCP,k-anonymity,10,0.5,0.1610039230628727,0.12289378699466103,0.008109961426050027,0.08886840198407361,0.042973185812434034,0.7652328026434365,0.76937422907359,0.7529804537683101,0.786497737556561,0.7653218571121124,"[[62192 21383]
 [17694 65181]]",0.10554947,2.4936236869436548,0.07790195
26,SEX,PINCP,l-diversity,2,0.4,0.21609089826855876,0.16377811214753601,0.022244636312168442,0.1389005875295023,0.09309595327442188,0.7172724541904476,0.7272200324600046,0.6975328375842658,0.7595465484100438,0.7175931850696943,"[[45328 21761]
 [15887 50184]]",0.013257814,1.6036675239396265,0.012500234
28,RAC1P,PINCP,k-anonymity,10,0.5,0.1562800448403322,0.11032204657360822,0.004048544148046562,0.0873754007345916,0.04416786226039071,0.7650345449083809,0.7702682064355447,0.7528015063837604,0.7885646934308325,0.7650568593438614,"[[61774 21530]
 [17580 65566]]",0.10942608,2.8284484874559386,0.07998062
27,SEX,PINCP,l-diversity,2,0.4,0.19823556879625298,0.13966379037027343,0.027260244032534242,0.13660298199189075,0.09958489366426337,0.7056398317813157,0.7296367060056974,0.6731447189238033,0.7964792338041743,0.7058766124379352,"[[41072 25682]
 [13515 52891]]",0.008910461,1.1516245348091254,0.008548431
