SEED,dataset,protected_att,target,method,anon_parameter,supp_level,SPD,EOD,MAD,PED,PRD,ACC,f1,Precision,Recall,ROC_AUC,CM,INF
12,ACSIncome_10000,SEX,PINCP,k-anonymity,10,30,0.007182905349911506,-7.730364873226314e-05,-0.019478823959475755,0.01855099215505307,-0.02172922336856764,0.5793478260869566,0.7143911439114391,0.6072772898368883,0.8673835125448028,0.5013713142834512,"[[ 49 313]
 [ 74 484]]",0.17939405284737495
13,ACSIncome_10000,SEX,PINCP,k-anonymity,10,40,-0.155658253347553,-0.15613786962101572,-0.044104751747837345,-0.15586862885857866,-0.02532042322125927,0.5445652173913044,0.6623690572119258,0.5973837209302325,0.7432188065099458,0.49422520706968676,"[[ 90 277]
 [142 411]]",0.257294164753948
14,ACSIncome_10000,SEX,PINCP,k-anonymity,10,50,-0.04842027257482984,-0.0500250328132823,-0.03952762563476486,-0.0448688449148642,-0.0471794497555279,0.5619565217391305,0.6863813229571984,0.5951417004048583,0.8106617647058824,0.5063947121401752,"[[ 76 300]
 [103 441]]",0.5288527474625105
15,ACSIncome_10000,SEX,PINCP,k-anonymity,10,10,-0.023967726625533925,-0.009965658005572475,0.0378262933080209,-0.04843487555351955,0.044638910987359726,0.5945652173913043,0.7247232472324723,0.616060225846926,0.8799283154121864,0.5173122240044358,"[[ 56 306]
 [ 67 491]]",0.11267071548530946
16,ACSIncome_10000,SEX,PINCP,k-anonymity,10,20,-0.01478160952151275,-0.016082911906099784,-0.03264626747809474,-0.01071887034659813,-0.03932311398651667,0.591304347826087,0.7218934911242604,0.6208651399491094,0.8621908127208481,0.5101914515581641,"[[ 56 298]
 [ 78 488]]",0.11830420697361754
17,ACSIncome_10000,SEX,PINCP,k-anonymity,10,30,-0.02274509803921565,-0.03552666845349772,-0.04377896613190735,-0.0037878787878787845,-0.040644540644540594,0.5717391304347826,0.7090103397341211,0.5947955390334573,0.8775137111517367,0.5004190539672893,"[[ 46 327]
 [ 67 480]]",0.13234672100639236
18,ACSIncome_10000,SEX,PINCP,k-anonymity,10,40,0.05376700177409821,0.037628118721228954,-0.01485511531638084,0.07860520094562651,-0.02335765366686937,0.5608695652173913,0.6906584992343032,0.6053691275167785,0.803921568627451,0.49249003222458904,"[[ 65 294]
 [110 451]]",0.20599267049022849
19,ACSIncome_10000,SEX,PINCP,k-anonymity,10,50,-0.17457180500658764,-0.1430197955751068,-0.01844532279314892,-0.21551509104514832,-0.01645226218605067,0.5695652173913044,0.6592082616179001,0.6330578512396694,0.6876122082585279,0.5380209801623218,"[[141 222]
 [174 383]]",0.7147801575563141
20,ACSIncome_10000,SEX,PINCP,k-anonymity,10,10,-0.09177548617169884,-0.07474051163765982,0.0033992686566453045,-0.11766664648543923,0.014399527505472909,0.575,0.7092936802973978,0.6037974683544304,0.8594594594594595,0.5009626064420585,"[[ 52 313]
 [ 78 477]]",0.10547458068771429
21,ACSIncome_10000,SEX,PINCP,k-anonymity,10,20,-0.0020221962392900084,-0.01029053488964038,-0.051168273561940536,0.014248113704158571,-0.06290922077750294,0.5945652173913043,0.7255334805003679,0.6296296296296297,0.8559027777777778,0.5064397609819121,"[[ 54 290]
 [ 83 493]]",0.10542319753713109
22,ACSIncome_10000,SEX,PINCP,k-anonymity,10,30,0.0086666666666666,0.0480357377479963,0.03314285714285714,-0.05215296597410424,0.004289107567017281,0.5608695652173913,0.6948640483383686,0.5966277561608301,0.8318264014466547,0.4922074786524826,"[[ 56 311]
 [ 93 460]]",0.17503219879657367
23,ACSIncome_10000,SEX,PINCP,k-anonymity,10,40,-0.013183693428092558,-0.014915449846956697,-0.03461847046368427,-0.011113258600695786,-0.04280899604640609,0.5782608695652174,0.7130177514792899,0.6124523506988564,0.8530973451327434,0.4969712077776393,"[[ 50 305]
 [ 83 482]]",0.2022205253492389
24,ACSIncome_10000,SEX,PINCP,k-anonymity,10,50,-0.1624713958810069,-0.15296547005205152,-0.02528059278631367,-0.17786061372562068,0.011357142857142843,0.5565217391304348,0.6822429906542056,0.6160337552742616,0.7643979057591623,0.4888271949545091,"[[ 74 273]
 [135 438]]",0.6338985767510736
25,ACSIncome_10000,SEX,PINCP,k-anonymity,10,10,-0.05855463751777812,-0.06346153846153846,-0.04584480880555197,-0.05078228197375756,-0.03841117415975548,0.5804347826086956,0.7198838896952104,0.5975903614457831,0.9051094890510949,0.5036300133427518,"[[ 38 334]
 [ 52 496]]",0.07584931098725248
26,ACSIncome_10000,SEX,PINCP,k-anonymity,10,20,-0.010885437408734933,0.018944944525853047,-0.0014697236919458678,-0.05733212887684436,-0.02763221184273812,0.5706521739130435,0.7071905114899926,0.5992462311557789,0.8625678119349005,0.4966790013352977,"[[ 48 319]
 [ 76 477]]",0.10285778916384998
27,ACSIncome_10000,SEX,PINCP,k-anonymity,10,30,-0.03197844620357104,-0.0010121078082243606,0.03335887927874759,-0.08180636777128003,0.0269552222283721,0.5739130434782609,0.7052631578947368,0.615485564304462,0.8257042253521126,0.4966589308578745,"[[ 59 293]
 [ 99 469]]",0.1809649022890137
28,ACSIncome_10000,SEX,PINCP,k-anonymity,10,40,0.022685369979662084,0.01760389930258488,-0.0015966242800935504,0.030494505494505497,-0.00431079026233816,0.5695652173913044,0.6944444444444444,0.6089309878213802,0.8078994614003591,0.5058781053558269,"[[ 74 289]
 [107 450]]",0.2100054327361093
29,ACSIncome_10000,SEX,PINCP,k-anonymity,10,50,-0.0541739328228068,-0.05596301222370004,-0.0343847145348396,-0.0549919408362568,-0.04796872618375159,0.5369565217391304,0.6536585365853659,0.6017964071856288,0.7153024911032029,0.48614286566333326,"[[ 92 266]
 [160 402]]",0.6121879623742857
30,ACSIncome_10000,SEX,PINCP,k-anonymity,10,10,-0.05384517208616357,-0.035398459247750313,0.019394850414320874,-0.08241758241758246,0.025632784250703144,0.5771739130434783,0.7072987208427389,0.6080206985769728,0.8453237410071942,0.5064530792948059,"[[ 61 303]
 [ 86 470]]",0.09034003273144035
31,ACSIncome_10000,SEX,PINCP,k-anonymity,10,20,-0.02651085394448227,-0.03407988055244493,-0.027059223961878875,-0.014336226293796273,-0.020178658320467613,0.5902173913043478,0.7274041937816341,0.616421568627451,0.8871252204585538,0.5002198340253109,"[[ 40 313]
 [ 64 503]]",0.08989222248600054
32,ACSIncome_10000,SEX,PINCP,k-anonymity,10,30,-0.05432136335970783,-0.0751090673269662,-0.04051278149726112,-0.02329010321066416,-0.023330740213418744,0.5489130434782609,0.6790409899458624,0.5940460081190798,0.7924187725631769,0.486373320707818,"[[ 66 300]
 [115 439]]",0.21472334795292375
33,ACSIncome_10000,SEX,PINCP,k-anonymity,10,40,-0.08695652173913038,-0.09287769784172661,-0.04053612291598563,-0.07835859366945053,-0.020050125313283207,0.5782608695652174,0.7180232558139535,0.6190476190476191,0.8546712802768166,0.4828911956939639,"[[ 38 304]
 [ 84 494]]",0.14792203060732736
34,ACSIncome_10000,SEX,PINCP,k-anonymity,10,50,-0.27114285714285713,-0.2825475285171103,-0.08952380952380956,-0.2530891719745223,-0.03558163720101026,0.5608695652173913,0.6798732171156894,0.6137339055793991,0.7619893428063943,0.5028434108989954,"[[ 87 270]
 [134 429]]",0.5920730641672667
35,ACSIncome_10000,SEX,PINCP,k-anonymity,10,10,-0.015498483278201358,0.01217665382105615,0.002191083284826645,-0.06184210526315792,-0.017670740821098874,0.5880434782608696,0.7263537906137184,0.6171779141104294,0.8824561403508772,0.49551378446115285,"[[ 38 312]
 [ 67 503]]",0.08633578554878492
36,ACSIncome_10000,SEX,PINCP,k-anonymity,10,20,-0.09933540351867709,-0.11592581852327488,-0.030043205948353746,-0.07579185520361986,-0.0018595137371577586,0.575,0.7152221412964311,0.5908543922984356,0.9059040590405905,0.5032165797848456,"[[ 38 340]
 [ 51 491]]",0.08926434147950878
37,ACSIncome_10000,SEX,PINCP,k-anonymity,10,30,-0.09732290791353926,-0.09732013201320133,0.004419884256951501,-0.09651729466302161,0.033902317140527605,0.5641304347826087,0.6991747936984246,0.5974358974358974,0.8426763110307414,0.49354523998403554,"[[ 53 314]
 [ 87 466]]",0.19261189039803706
38,ACSIncome_10000,SEX,PINCP,k-anonymity,10,40,-0.03380079108234446,-0.014876801487680225,0.005801270526189617,-0.059577760583618855,-0.0008782201405151957,0.5760869565217391,0.7111111111111111,0.5896805896805897,0.8955223880597015,0.5128653606965174,"[[ 50 334]
 [ 56 480]]",0.13884813480524505
39,ACSIncome_10000,SEX,PINCP,k-anonymity,10,50,-0.1253514170655725,-0.10966004222173698,0.010998404376567072,-0.1475367485597664,0.02897436259224251,0.5619565217391305,0.6849100860046912,0.5816733067729084,0.8326996197718631,0.5166036169925305,"[[ 79 315]
 [ 88 438]]",0.5308322516982095
40,ACSIncome_10000,SEX,PINCP,k-anonymity,10,10,-0.052457395009129715,-0.05649099788614331,-0.03123097991479007,-0.04465195246179965,-0.020223067335655598,0.6010869565217392,0.731528895391368,0.6313131313131313,0.8695652173913043,0.5115942028985507,"[[ 53 292]
 [ 75 500]]",0.08850260942426527
41,ACSIncome_10000,SEX,PINCP,k-anonymity,10,20,-0.09429249585703303,-0.09168673489865542,-0.05090954243496615,-0.09811753151088565,-0.0416669329839251,0.5869565217391305,0.7201767304860088,0.6174242424242424,0.8639575971731449,0.5040126968916572,"[[ 51 303]
 [ 77 489]]",0.11363455811557611
42,ACSIncome_10000,SEX,PINCP,k-anonymity,10,30,0.037399145704793635,0.02524593455129487,-0.030612244897959107,0.05789372229004697,-0.043751324994700025,0.5836956521739131,0.7152416356877324,0.6166666666666667,0.8513274336283185,0.504536956250779,"[[ 56 299]
 [ 84 481]]",0.18251458055242575
43,ACSIncome_10000,SEX,PINCP,k-anonymity,10,40,-0.026751688845336297,-0.03082017320427921,-0.005955339686326888,-0.018563357546408366,0.007388652685552333,0.5456521739130434,0.6744548286604362,0.610719322990127,0.7530434782608696,0.47652173913043483,"[[ 69 276]
 [142 433]]",0.23198075061116347
44,ACSIncome_10000,SEX,PINCP,k-anonymity,10,50,-0.10758710301558772,-0.13874611842809725,-0.07402630043960523,-0.06166608655296435,-0.05225166989872876,0.5543478260869565,0.6766561514195584,0.59500693481276,0.7842778793418648,0.5007180281427823,"[[ 81 292]
 [118 429]]",0.567545016542214
45,ACSIncome_10000,SEX,PINCP,k-anonymity,10,10,-0.08827826876427447,-0.06611498257839721,-0.028504012218707353,-0.12339215306056495,-0.02932330827067664,0.5956521739130435,0.7316017316017316,0.6190476190476191,0.8941798941798942,0.505163601480882,"[[ 41 312]
 [ 60 507]]",0.0859972903000973
46,ACSIncome_10000,SEX,PINCP,k-anonymity,10,20,-0.034177064765300025,-0.017307692307692357,0.0026619132501485288,-0.05984467793513015,-0.0021896560160492573,0.5826086956521739,0.718887262079063,0.6061728395061728,0.8830935251798561,0.5033599494031149,"[[ 45 319]
 [ 65 491]]",0.11518280764678106
47,ACSIncome_10000,SEX,PINCP,k-anonymity,10,30,-0.1499876451692611,-0.1479862542955327,-0.022571325388226815,-0.15273734885803847,0.002577512904611612,0.5489130434782609,0.6824789594491201,0.5822454308093995,0.8243992606284658,0.49003604192373157,"[[ 59 320]
 [ 95 446]]",0.20591517695446215
48,ACSIncome_10000,SEX,PINCP,k-anonymity,10,40,0.012063040644626155,0.04390938724080318,0.03374807441640004,-0.034821278738043304,0.013531967721911786,0.5304347826086957,0.6687116564417178,0.5714285714285714,0.8059149722735675,0.4715590692502402,"[[ 52 327]
 [105 436]]",0.16869064233263015
49,ACSIncome_10000,SEX,PINCP,k-anonymity,10,50,-0.2174181300427147,-0.19814169570267137,-0.021025154247745537,-0.24433497536945814,0.010079214516385937,0.5771739130434783,0.6977466977466977,0.6026845637583893,0.8284132841328413,0.5226722505320291,"[[ 82 296]
 [ 93 449]]",0.507032941890504
0,ACSIncome_26000,SEX,PINCP,k-anonymity,10,10,-0.04047534165181224,-0.03485439119468012,0.028544266191324996,-0.04418236226016546,-0.004117344312918159,0.5706521739130435,0.20841683366733466,0.416,0.13903743315508021,0.5026688997277233,"[[473  73]
 [322  52]]",0.0879760564721928
1,ACSIncome_26000,SEX,PINCP,k-anonymity,10,20,0.03555292726197515,0.07037393676777404,0.06292134831460672,0.013543025696295868,0.016593362654937993,0.5695652173913044,0.2528301886792453,0.46853146853146854,0.1731266149870801,0.5152687483941029,"[[457  76]
 [320  67]]",0.12518068798292015
2,ACSIncome_26000,SEX,PINCP,k-anonymity,10,30,0.008150256441828208,-0.0071294559099437105,0.04652418319844287,0.015421776291341532,-0.1165341812400636,0.5391304347826087,0.22344322344322345,0.3836477987421384,0.15762273901808785,0.48687891172292763,"[[435  98]
 [326  61]]",0.21191190068819032
3,ACSIncome_26000,SEX,PINCP,k-anonymity,10,40,-0.09183673469387754,-0.048222996515679434,0.04608448030374934,-0.12198142414860683,0.07478340173278614,0.5315217391304348,0.2945990180032733,0.38961038961038963,0.23684210526315788,0.48786549707602345,"[[399 141]
 [290  90]]",0.26776140123139436
4,ACSIncome_26000,SEX,PINCP,k-anonymity,10,50,-0.1074630274653115,-0.08406456505254034,0.0425303108167267,-0.1246648036808084,0.006872082166199833,0.5206521739130435,0.3814866760168303,0.4146341463414634,0.35324675324675325,0.4971841242869281,"[[343 192]
 [249 136]]",0.7848469791652272
5,ACSIncome_26000,SEX,PINCP,k-anonymity,10,10,0.0035823829936055887,0.017096791646377757,0.051141116588134694,-0.004901960784313722,0.038461538461538436,0.5793478260869566,0.11845102505694761,0.48148148148148145,0.06753246753246753,0.5075980094671684,"[[507  28]
 [359  26]]",0.054719712634490165
6,ACSIncome_26000,SEX,PINCP,k-anonymity,10,20,-0.021250880298444963,-0.031166814551907715,0.031319591160852034,-0.01246591351772497,-0.08684863523573194,0.5880434782608696,0.13272311212814644,0.5087719298245614,0.07631578947368421,0.5122319688109161,"[[512  28]
 [351  29]]",0.059153879213622244
7,ACSIncome_26000,SEX,PINCP,k-anonymity,10,30,-0.06410091511487764,-0.016642033697901265,0.05569291012247579,-0.09661161201095775,0.06091588624452271,0.5315217391304348,0.26324786324786326,0.35648148148148145,0.2086720867208672,0.47820174209001615,"[[412 139]
 [292  77]]",0.17225235302310749
8,ACSIncome_26000,SEX,PINCP,k-anonymity,10,40,-0.20281509916826615,-0.1842948717948718,0.052275602634224705,-0.21425472330690645,-0.007629367536488241,0.5358695652173913,0.24424778761061947,0.34328358208955223,0.18956043956043955,0.47607518380899677,"[[424 132]
 [295  69]]",0.22941915883145497
9,ACSIncome_26000,SEX,PINCP,k-anonymity,10,50,-0.036697941888619856,0.015569823434991942,0.025953389830508433,-0.07548770144189992,0.1402661175352447,0.5445652173913044,0.3164763458401305,0.4311111111111111,0.25,0.5046992481203008,"[[404 128]
 [291  97]]",0.6374791957590215
10,ACSIncome_26000,SEX,PINCP,k-anonymity,10,10,-0.10582402552997491,-0.06270890643949478,0.07531722513486816,-0.13541845905414884,0.1167076167076167,0.5706521739130435,0.16842105263157894,0.37383177570093457,0.10869565217391304,0.4936594202898551,"[[485  67]
 [328  40]]",0.09730724993283875
11,ACSIncome_26000,SEX,PINCP,k-anonymity,10,20,-0.12144590188793691,-0.08672005737508964,0.06476988399423766,-0.14432746700188562,0.06682242990654208,0.5684782608695652,0.2551594746716698,0.40718562874251496,0.18579234972677597,0.5035459943579728,"[[455  99]
 [298  68]]",0.11699473987679967
12,ACSIncome_26000,SEX,PINCP,k-anonymity,10,30,0.013582479977591988,0.033158508158508126,0.019607005350386286,-0.00022700566178823767,0.018024466423737617,0.532608695652174,0.3064516129032258,0.3815261044176707,0.2560646900269542,0.4877773359060089,"[[395 154]
 [276  95]]",0.23421787105446673
13,ACSIncome_26000,SEX,PINCP,k-anonymity,10,40,-0.07081407749733382,-0.0701982450438739,0.008934707903780037,-0.07100624877406339,-0.014141414141414121,0.5380434782608695,0.2144177449168207,0.3717948717948718,0.15064935064935064,0.48373589027794633,"[[437  98]
 [327  58]]",0.1982013340849778
14,ACSIncome_26000,SEX,PINCP,k-anonymity,10,50,-0.05967859161754019,-0.051863258392362166,0.02213661043840931,-0.06443425155255494,0.00016546703069414415,0.5434782608695652,0.375,0.40514469453376206,0.3490304709141274,0.5090411746341656,"[[374 185]
 [235 126]]",0.7659991033105149
15,ACSIncome_26000,SEX,PINCP,k-anonymity,10,10,-0.21642145230185095,-0.15959131949944558,0.06298054105363071,-0.2569169960474308,0.18086956521739134,0.5358695652173913,0.1958568738229755,0.37142857142857144,0.1329923273657289,0.48332036028021796,"[[441  88]
 [339  52]]",0.08850276684491437
16,ACSIncome_26000,SEX,PINCP,k-anonymity,10,20,0.018673248880503507,0.022588522588522578,0.002676388672161245,0.016096900151406482,0.006349206349206327,0.5804347826086956,0.18220338983050846,0.42574257425742573,0.11590296495956873,0.5051281673613872,"[[491  58]
 [328  43]]",0.0750744977470885
17,ACSIncome_26000,SEX,PINCP,k-anonymity,10,30,-0.07515151515151514,0.03396730685561561,0.11424836601307187,-0.14732624441362302,0.09817827840356003,0.525,0.33078101071975496,0.3673469387755102,0.3008356545961003,0.48464242622853143,"[[375 186]
 [251 108]]",0.25520184122330386
18,ACSIncome_26000,SEX,PINCP,k-anonymity,10,40,-0.06575990538143109,-0.04871413747651232,0.021951507983441698,-0.07736538042293437,0.029133608378292652,0.5304347826086957,0.3142857142857143,0.39285714285714285,0.2619047619047619,0.4898084695132665,"[[389 153]
 [279  99]]",0.22369095267619465
19,ACSIncome_26000,SEX,PINCP,k-anonymity,10,50,0.10759771629336848,0.2064273228452333,0.09046991655687309,0.03739709356432097,0.11635510101433483,0.5521739130434783,0.33116883116883117,0.4434782608695652,0.26424870466321243,0.5122741650656886,"[[406 128]
 [284 102]]",0.6077558971790268
20,ACSIncome_26000,SEX,PINCP,k-anonymity,10,10,-0.037039155951580686,-0.024169435215946847,-0.0037949759476711975,-0.04668674698795181,0.133056133056133,0.5782608695652174,0.13004484304932734,0.4603174603174603,0.07571801566579635,0.5062016521531961,"[[503  34]
 [354  29]]",0.06829426086406341
21,ACSIncome_26000,SEX,PINCP,k-anonymity,10,20,0.05736903643786777,0.03876107095591978,0.020384888156255387,0.07217626710783576,-0.14553571428571427,0.5532608695652174,0.17635270541082165,0.43137254901960786,0.11083123425692695,0.4999662863445246,"[[465  58]
 [353  44]]",0.10406642709990134
22,ACSIncome_26000,SEX,PINCP,k-anonymity,10,30,0.08085714285714282,0.0839815425181279,0.006952380952380932,0.07702848900108189,-0.013409961685823757,0.5228260869565218,0.29307568438003223,0.3939393939393939,0.23333333333333334,0.4845911949685535,"[[390 140]
 [299  91]]",0.22571160696065615
23,ACSIncome_26000,SEX,PINCP,k-anonymity,10,40,0.04535722254663194,0.0542649250460244,0.022208612839977326,0.03880509199828844,-0.02884692647649656,0.5456521739130434,0.2986577181208054,0.3938053097345133,0.24054054054054055,0.49572481572481575,"[[413 137]
 [281  89]]",0.2603660409175083
24,ACSIncome_26000,SEX,PINCP,k-anonymity,10,50,-0.06091315244633322,-0.007215083210448697,0.06265664160401002,-0.10135917334819708,0.09166666666666667,0.5271739130434783,0.23550087873462214,0.3743016759776536,0.1717948717948718,0.4802370585389454,"[[418 112]
 [323  67]]",0.517064067035179
25,ACSIncome_26000,SEX,PINCP,k-anonymity,10,10,-0.019107553120139287,-0.017342095655348666,0.0009846311914036843,-0.020223052197337416,0.010109289617486306,0.575,0.19381443298969073,0.3884297520661157,0.12912087912087913,0.49801367697051147,"[[482  74]
 [317  47]]",0.0903791908812304
26,ACSIncome_26000,SEX,PINCP,k-anonymity,10,20,0.12157933663310007,0.16198752228163993,0.09201418520414933,0.08569424964936886,0.09361207897793261,0.5347826086956522,0.18631178707224336,0.3356164383561644,0.12894736842105264,0.47465886939571156,"[[443  97]
 [331  49]]",0.12923324678924844
27,ACSIncome_26000,SEX,PINCP,k-anonymity,10,30,-0.09806310959210582,-0.06562581999475205,0.06156731515287106,-0.12383583039278069,0.035761298815269904,0.5369565217391304,0.19622641509433963,0.37410071942446044,0.1329923273657289,0.4842655398643389,"[[442  87]
 [339  52]]",0.13335576862947604
28,ACSIncome_26000,SEX,PINCP,k-anonymity,10,40,-0.07409096956910152,-0.04211653689177061,0.05749748151527245,-0.09631861406647207,0.03205128205128205,0.5543478260869565,0.26785714285714285,0.39893617021276595,0.20161290322580644,0.4977042618318813,"[[435 113]
 [297  75]]",0.20203418102875553
29,ACSIncome_26000,SEX,PINCP,k-anonymity,10,50,-0.11955038289483658,-0.11152276632302405,0.044563651527788295,-0.12396834369700396,-0.017069243156199676,0.5532608695652174,0.3295269168026101,0.44493392070484583,0.2616580310880829,0.5128514874541538,"[[408 126]
 [285 101]]",0.5603000900935249
30,ACSIncome_26000,SEX,PINCP,k-anonymity,10,10,-0.14675421056860993,-0.11341597099249517,0.021999423306909405,-0.16933638443935928,0.22103658536585363,0.5630434782608695,0.15546218487394958,0.37755102040816324,0.09788359788359788,0.49266873621117163,"[[481  61]
 [341  37]]",0.06440983749397372
31,ACSIncome_26000,SEX,PINCP,k-anonymity,10,20,0.001342561077074339,-0.0006846429323783543,0.03121927236971489,0.0007142857142857229,-0.04584221748400852,0.5402173913043479,0.19734345351043645,0.3795620437956204,0.13333333333333333,0.48647798742138365,"[[445  85]
 [338  52]]",0.12785026704184232
32,ACSIncome_26000,SEX,PINCP,k-anonymity,10,30,-0.06447808886183812,-0.06396182781534498,0.031192939744369985,-0.06694191686375117,-0.04058823529411765,0.5380434782608695,0.23423423423423423,0.35135135135135137,0.17567567567567569,0.47874692874692876,"[[430 120]
 [305  65]]",0.17430766096543918
33,ACSIncome_26000,SEX,PINCP,k-anonymity,10,40,0.06832298136645962,0.07219402143260012,0.004249754821837204,0.0660106023009249,-0.021815408085430976,0.5445652173913044,0.32310177705977383,0.4291845493562232,0.25906735751295334,0.5050018435504842,"[[401 133]
 [286 100]]",0.22328278997665058
34,ACSIncome_26000,SEX,PINCP,k-anonymity,10,50,-0.10257142857142854,-0.06257359125315393,0.052000000000000046,-0.13054981397271598,0.041717791411042926,0.5282608695652173,0.3988919667590028,0.4198250728862974,0.37994722955145116,0.5060549456444872,"[[342 199]
 [235 144]]",0.7291234002756369
35,ACSIncome_26000,SEX,PINCP,k-anonymity,10,10,-0.056897179985897564,-0.013144841269841251,0.06201286255803051,-0.08679375604365244,0.11292372881355939,0.5739130434782609,0.24615384615384617,0.460431654676259,0.1679790026246719,0.5144162174533378,"[[464  75]
 [317  64]]",0.07549267355367387
36,ACSIncome_26000,SEX,PINCP,k-anonymity,10,20,0.03772745324140306,0.07506172839506173,0.02474174517581429,0.013590741632711525,0.09983633387888707,0.5858695652173913,0.21765913757700206,0.424,0.1464088397790055,0.5086882908572447,"[[486  72]
 [309  53]]",0.09083742451961427
37,ACSIncome_26000,SEX,PINCP,k-anonymity,10,30,-0.15371797245524332,-0.15053546752648547,0.00910562621356914,-0.1546678175491598,0.013397129186602907,0.5456521739130434,0.23161764705882354,0.3727810650887574,0.168,0.4867522935779816,"[[439 106]
 [312  63]]",0.2072539755645933
38,ACSIncome_26000,SEX,PINCP,k-anonymity,10,40,-0.12127532062807139,-0.06911928651059085,0.060985257101762,-0.15468366974391068,0.07553191489361705,0.5304347826086957,0.3493975903614458,0.3853820598006645,0.31955922865013775,0.493711391703884,"[[372 185]
 [247 116]]",0.24338761357521949
39,ACSIncome_26000,SEX,PINCP,k-anonymity,10,50,-0.20676620317605043,-0.16615853658536583,0.05468809360990812,-0.23634229620145114,0.1526676279740447,0.5619565217391305,0.3249581239530988,0.4311111111111111,0.260752688172043,0.5135880229181383,"[[420 128]
 [275  97]]",0.6020823978455321
40,ACSIncome_26000,SEX,PINCP,k-anonymity,10,10,-0.08075928180158246,-0.06876133575162702,0.033893791844187504,-0.09076660017098888,-0.03570258761873568,0.5347826086956522,0.14741035856573706,0.32456140350877194,0.09536082474226804,0.4753119913185025,"[[455  77]
 [351  37]]",0.08582016510439983
41,ACSIncome_26000,SEX,PINCP,k-anonymity,10,20,0.1323934648576109,0.13983880253310305,0.020655137995424844,0.12518793909406523,0.006243032329988851,0.5489130434782609,0.2125237191650854,0.36363636363636365,0.15013404825737264,0.48548749944861325,"[[449  98]
 [317  56]]",0.10721808976315443
42,ACSIncome_26000,SEX,PINCP,k-anonymity,10,30,-0.028144280968201235,0.0015055202408832402,0.0482202183198861,-0.04905119942713927,0.0673234811165846,0.5652173913043478,0.2,0.4132231404958678,0.13192612137203166,0.5003438370261267,"[[470  71]
 [329  50]]",0.14617614876723486
43,ACSIncome_26000,SEX,PINCP,k-anonymity,10,40,-0.00747967941525951,0.033965068747677435,0.04357149958104323,-0.04014227642276422,0.08201581027667981,0.5260869565217391,0.2508591065292096,0.40555555555555556,0.18159203980099503,0.4875141666186443,"[[411 107]
 [329  73]]",0.18824664912047231
44,ACSIncome_26000,SEX,PINCP,k-anonymity,10,50,-0.06406286307742648,-0.05820823244552059,0.03144576542056521,-0.06790865384615385,-0.04354763646034171,0.5293478260869565,0.3805436337625179,0.38328530259365995,0.3778409090909091,0.5005401728553137,"[[354 214]
 [219 133]]",0.7770008264735196
45,ACSIncome_26000,SEX,PINCP,k-anonymity,10,10,0.023293092931213025,0.0033752860411899316,-0.014932924782129708,0.036997247028805476,-0.1601731601731602,0.5847826086956521,0.10747663551401869,0.42592592592592593,0.06149732620320856,0.5023603847133259,"[[515  31]
 [351  23]]",0.05364820563706962
46,ACSIncome_26000,SEX,PINCP,k-anonymity,10,20,0.08192513368983957,0.09954472745170419,0.013784907902554933,0.07143041669895892,0.0,0.5956521739130435,0.19130434782608696,0.4444444444444444,0.12188365650969529,0.5117468371993915,"[[504  55]
 [317  44]]",0.08398199296184383
47,ACSIncome_26000,SEX,PINCP,k-anonymity,10,30,-0.23371538271464143,-0.2152193680381905,0.03805287867556212,-0.24282596835788328,0.02021040974529348,0.508695652173913,0.2870662460567823,0.35546875,0.24074074074074073,0.46815634823014896,"[[377 165]
 [287  91]]",0.26608778152929663
48,ACSIncome_26000,SEX,PINCP,k-anonymity,10,40,-0.14651025002962437,-0.09356843474490534,0.0943239720346013,-0.18563758389261747,0.03552162849872775,0.5347826086956522,0.25951557093425603,0.3640776699029126,0.20161290322580644,0.4812809041676478,"[[417 131]
 [297  75]]",0.20333453546482963
49,ACSIncome_26000,SEX,PINCP,k-anonymity,10,50,0.09269102990033223,0.11328687438806656,0.006454674893213164,0.0777565414019597,0.010582010582010581,0.5173913043478261,0.3546511627906977,0.3873015873015873,0.32707774798927614,0.4871220549818411,"[[354 193]
 [251 122]]",0.7502812378549606
0,ACSIncome_50000,SEX,PINCP,k-anonymity,10,10,-0.01411764705882353,-0.022988505747126436,-0.0006892453951277133,-0.011834319526627219,-0.3333333333333333,0.7902173913043479,0.02030456852791878,0.3333333333333333,0.010471204188481676,0.5024921178692751,"[[725   4]
 [189   2]]",0.008540058966839544
1,ACSIncome_50000,SEX,PINCP,k-anonymity,10,20,-0.011377882909520994,-0.03296703296703297,-0.014452986398580725,-0.005786404228175688,-0.5,0.7880434782608695,0.029850746268656716,0.42857142857142855,0.015463917525773196,0.5049771378262474,"[[722   4]
 [191   3]]",0.009028487104520045
2,ACSIncome_50000,SEX,PINCP,k-anonymity,10,30,-0.002277904328018223,0.0,0.06593609554885183,-0.003048780487804878,0.0,0.7793478260869565,0.0,0.0,0.0,0.49930362116991645,"[[717   1]
 [202   0]]",0.002295756072242406
3,ACSIncome_50000,SEX,PINCP,k-anonymity,10,40,0.007308970099667774,0.030927835051546393,-0.009302325581395321,0.0016311085013375089,0.42857142857142855,0.8043478260869565,0.03225806451612903,0.3,0.017045454545454544,0.5038184261974585,"[[737   7]
 [173   3]]",0.030831900819425138
