SEED,dataset,protected_att,target,method,k_parameter,anon_parameter,SPD,EOD,MAD,PED,PRD,ACC,f1,Precision,Recall,ROC_AUC,CM,INF
2,ACSIncome_10000,SEX,PINCP,k-anonymity,6,6,0.12187024943289182,0.10898565315882203,-0.041608456187043896,0.13533054501831854,-0.09807153693546511,0.55,0.683969465648855,0.6005361930294906,0.7943262411347518,0.4786237947246793,"[[ 58 298]
 [116 448]]",0.17981327824484047
2,ACSIncome_10000,SEX,PINCP,k-anonymity,7,7,-0.0011365842800922232,0.031084822552227553,-0.026169853049124114,-0.05955970560581003,-0.06719857711866528,0.5717391304347826,0.7111436950146628,0.60625,0.8599290780141844,0.48754880867001354,"[[ 41 315]
 [ 79 485]]",0.10705562434037637
2,ACSIncome_10000,SEX,PINCP,k-anonymity,8,8,-0.0013354865291084206,0.02418827082808961,-0.0350825681121808,-0.04801737833544084,-0.07211625341949313,0.5739130434782609,0.7130307467057101,0.6072319201995012,0.8634751773049646,0.48932185831540365,"[[ 41 315]
 [ 77 487]]",0.10242220840084201
2,ACSIncome_10000,SEX,PINCP,k-anonymity,9,9,0.034405353311959264,0.06008054366977089,-0.02804995287911005,-0.016081444736244843,-0.07129552354342805,0.5684782608695652,0.7121102248005802,0.6024539877300613,0.8705673758865248,0.4802275081679815,"[[ 32 324]
 [ 73 491]]",0.09538146087824512
2,ACSIncome_10000,SEX,PINCP,k-anonymity,10,10,0.008860621616885833,0.03898817014850231,-0.029044464124190705,-0.043186460461044685,-0.0693627450980393,0.5793478260869566,0.718135469774217,0.6093943139678616,0.874113475177305,0.4932365128695514,"[[ 40 316]
 [ 71 493]]",0.09042685810548434
2,ACSIncome_10000,SEX,PINCP,k-anonymity,25,25,0.0249859110906947,0.052353385351119996,-0.037469395100374614,-0.016081444736244843,-0.0732563578065919,0.6,0.7386363636363636,0.6161137440758294,0.9219858156028369,0.5059367280261375,"[[ 32 324]
 [ 44 520]]",0.06603924236562754
2,ACSIncome_10000,SEX,PINCP,k-anonymity,50,50,0.034168564920273314,0.037931034482758585,-0.07500035518258752,0.02684563758389258,-0.08837229827795867,0.6054347826086957,0.7528931245745405,0.611049723756906,0.9804964539007093,0.49586620447844454,"[[  4 352]
 [ 11 553]]",0.014925403097715732
2,ACSIncome_10000,SEX,PINCP,k-anonymity,75,75,0.034168564920273314,0.037931034482758585,-0.07500035518258752,0.02684563758389258,-0.08837229827795867,0.6054347826086957,0.7528931245745405,0.611049723756906,0.9804964539007093,0.49586620447844454,"[[  4 352]
 [ 11 553]]",0.017543515128834248
2,ACSIncome_10000,SEX,PINCP,k-anonymity,100,100,0.034168564920273314,0.037931034482758585,-0.07500035518258752,0.02684563758389258,-0.08837229827795867,0.6054347826086957,0.7528931245745405,0.611049723756906,0.9804964539007093,0.49586620447844454,"[[  4 352]
 [ 11 553]]",0.01326621294509844
3,ACSIncome_10000,SEX,PINCP,k-anonymity,1,1,-0.03754152823920265,-0.06154942965779464,-0.046701471286188956,0.0005335862927610124,-0.044154800183739074,0.5565217391304348,0.659432387312187,0.6105100463678517,0.7168784029038112,0.5169757868177592,"[[117 252]
 [156 395]]",5.670049369586639
3,ACSIncome_10000,SEX,PINCP,k-anonymity,2,2,-0.014190792596108226,-0.05113276299112801,-0.05780730897009967,0.040937926127942115,-0.0543740981240981,0.5413043478260869,0.6535303776683087,0.5967016491754122,0.7223230490018149,0.49666287951445764,"[[100 269]
 [153 398]]",0.29328359067176923
3,ACSIncome_10000,SEX,PINCP,k-anonymity,3,3,-0.047081158044613214,-0.07211132234896489,-0.055386805885144774,-0.00847809331831384,-0.0419267149316247,0.5728260869565217,0.700228832951945,0.6039473684210527,0.8330308529945554,0.5086563479064918,"[[ 68 301]
 [ 92 459]]",0.20852704003925362
3,ACSIncome_10000,SEX,PINCP,k-anonymity,4,4,-0.1007119126720456,-0.135271440642163,-0.0763644992880873,-0.04808205371435348,-0.04933901292596943,0.566304347826087,0.6904577191621412,0.6029810298102981,0.8076225045372051,0.5067922820789006,"[[ 76 293]
 [106 445]]",0.2278356621284552
3,ACSIncome_10000,SEX,PINCP,k-anonymity,5,5,-0.09572852396772658,-0.13311945500633715,-0.07954437588989083,-0.03818106361534357,-0.05081857334360118,0.5739130434782609,0.6984615384615385,0.6061415220293725,0.8239564428312159,0.5122492241256351,"[[ 74 295]
 [ 97 454]]",0.2302033962885213
3,ACSIncome_10000,SEX,PINCP,k-anonymity,6,6,-0.08101566207878497,-0.11808196028728346,-0.07403891789273842,-0.023892808442520952,-0.05223223575739133,0.5652173913043478,0.6820349761526232,0.6067892503536068,0.778584392014519,0.5125984290695902,"[[ 91 278]
 [122 429]]",0.26502890855881084
3,ACSIncome_10000,SEX,PINCP,k-anonymity,7,7,-0.1330802088277172,-0.1279837346852557,-0.0390602752728999,-0.14021462026442155,-0.020155320956194656,0.5815217391304348,0.7175348495964784,0.6022167487684729,0.8874773139745916,0.5060692802935289,"[[ 46 323]
 [ 62 489]]",0.09821739320648609
3,ACSIncome_10000,SEX,PINCP,k-anonymity,8,8,-0.18144280968201243,-0.1845294676806084,-0.05771238728049355,-0.17694314341613804,-0.026110692771084354,0.5739130434782609,0.7096296296296296,0.5994993742177722,0.8693284936479129,0.501059910780596,"[[ 49 320]
 [ 72 479]]",0.08872502507339317
3,ACSIncome_10000,SEX,PINCP,k-anonymity,9,9,-0.15173232083531085,-0.15609157160963238,-0.053630754627432387,-0.1451651153139265,-0.02684426988773203,0.5760869565217391,0.7123893805309734,0.6,0.8765880217785844,0.5019796477456608,"[[ 47 322]
 [ 68 483]]",0.09734322369363808
3,ACSIncome_10000,SEX,PINCP,k-anonymity,10,10,-0.14361651637399142,-0.14022232784114919,-0.04200284765068829,-0.14907808146084067,-0.021731403909621694,0.5706521739130435,0.7063197026022305,0.5982367758186398,0.8620689655172413,0.49878516026539566,"[[ 50 319]
 [ 76 475]]",0.0970544109325454
3,ACSIncome_10000,SEX,PINCP,k-anonymity,25,25,-0.12952064546748931,-0.13343631178707227,-0.0501186521120075,-0.12352522677417443,-0.026408633392134395,0.5826086956521739,0.7225433526011561,0.6002400960384153,0.9074410163339383,0.5025009959718472,"[[ 36 333]
 [ 51 500]]",0.03595765806784609
3,ACSIncome_10000,SEX,PINCP,k-anonymity,50,50,-0.10792596108210717,-0.1063186523024926,-0.04019933554817279,-0.10971127052825047,-0.022622580502281053,0.5902173913043478,0.7309064953604568,0.6023529411764705,0.9292196007259528,0.506615220417177,"[[ 31 338]
 [ 39 512]]",0.024220481209211542
3,ACSIncome_10000,SEX,PINCP,k-anonymity,75,75,-0.11428571428571432,-0.11458333333333337,-0.04428096820123395,-0.11386138613861385,-0.024070303290108286,0.5880434782608696,0.7321554770318022,0.5995370370370371,0.9401088929219601,0.5012197581140966,"[[ 23 346]
 [ 33 518]]",0.013531008845025932
3,ACSIncome_10000,SEX,PINCP,k-anonymity,100,100,-0.11428571428571432,-0.11458333333333337,-0.04428096820123395,-0.11386138613861385,-0.024070303290108286,0.5880434782608696,0.7321554770318022,0.5995370370370371,0.9401088929219601,0.5012197581140966,"[[ 23 346]
 [ 33 518]]",0.015251195274849555
4,ACSIncome_10000,SEX,PINCP,k-anonymity,1,1,-0.021583966196539683,-0.0084338581067267,-0.010487447420011842,-0.03788929517084849,-0.037999092558983705,0.5630434782608695,0.6683168316831684,0.6211656441717791,0.7232142857142857,0.5185515873015872,"[[113 247]
 [155 405]]",5.6086179020524645
4,ACSIncome_10000,SEX,PINCP,k-anonymity,2,2,0.06709301661622791,0.10141075444694336,0.03401282856544663,0.01550876308157867,-0.020892222947017425,0.558695652173913,0.6699186991869919,0.6149253731343284,0.7357142857142858,0.5095238095238095,"[[102 258]
 [148 412]]",0.261963494058228
4,ACSIncome_10000,SEX,PINCP,k-anonymity,3,3,0.058851519823369336,0.05888366387241872,-0.017434667580273677,0.05396545202370451,-0.047032988415485866,0.5521739130434783,0.6888217522658611,0.5968586387434555,0.8142857142857143,0.47936507936507944,"[[ 52 308]
 [104 456]]",0.207123708580671
4,ACSIncome_10000,SEX,PINCP,k-anonymity,4,4,0.049934334494375676,0.035268861173584076,-0.03984659015207759,0.07180683394275633,-0.05897745571658608,0.5684782608695652,0.7030665669409125,0.6048906048906049,0.8392857142857143,0.4932539682539683,"[[ 53 307]
 [ 90 470]]",0.19411320698438
4,ACSIncome_10000,SEX,PINCP,k-anonymity,5,5,-0.005928928986086546,-0.0008689429564506801,-0.024543672319610188,-0.017273988147774588,-0.04435483870967738,0.5554347826086956,0.6870696250956388,0.6010709504685409,0.8017857142857143,0.4870039682539683,"[[ 62 298]
 [111 449]]",0.20311119567765332
4,ACSIncome_10000,SEX,PINCP,k-anonymity,6,6,0.0060811968252155735,0.004089143324473521,-0.028921372694569736,0.007123944017147887,-0.049822549822549855,0.5554347826086956,0.682699767261443,0.6035665294924554,0.7857142857142857,0.4914682539682539,"[[ 71 289]
 [120 440]]",0.21203652855640856
4,ACSIncome_10000,SEX,PINCP,k-anonymity,7,7,-0.00842231485182432,0.00914945818850954,-0.014665296256114568,-0.03681755138065823,-0.03605527474106296,0.575,0.7092936802973978,0.6076433121019108,0.8517857142857143,0.49811507936507937,"[[ 52 308]
 [ 83 477]]",0.12182623052937493
4,ACSIncome_10000,SEX,PINCP,k-anonymity,8,8,-0.016092807247949148,-0.008893886730729994,-0.029244941852718975,-0.025406632202748747,-0.04381767816670867,0.5836956521739131,0.713965646004481,0.613607188703466,0.8535714285714285,0.5087301587301587,"[[ 59 301]
 [ 82 478]]",0.12453941252437106
4,ACSIncome_10000,SEX,PINCP,k-anonymity,9,9,0.011258303355602517,0.012880801472091585,-0.02960657797065036,0.011915269196822509,-0.04822122651695104,0.5858695652173913,0.714178544636159,0.6157826649417852,0.85,0.5125,"[[ 63 297]
 [ 84 476]]",0.13069990992577055
4,ACSIncome_10000,SEX,PINCP,k-anonymity,10,10,0.03190011229753131,0.0502453485994685,-0.006794952321132808,0.006997856512419576,-0.036723018245541694,0.5934782608695652,0.7233727810650887,0.6174242424242424,0.8732142857142857,0.5157738095238096,"[[ 57 303]
 [ 71 489]]",0.11852615535139206
4,ACSIncome_10000,SEX,PINCP,k-anonymity,25,25,-0.0026075867450846557,0.0024534859946840903,-0.04033194388930128,-0.007943512797881747,-0.04591875990623373,0.6108695652173913,0.7524204702627939,0.6139954853273137,0.9714285714285714,0.5107142857142858,"[[ 18 342]
 [ 16 544]]",0.028678090604346614
4,ACSIncome_10000,SEX,PINCP,k-anonymity,50,50,-0.048192771084337394,-0.03424657534246578,-0.04069358000723278,-0.06796116504854366,-0.04013438118663393,0.6130434782608696,0.7554945054945055,0.6138392857142857,0.9821428571428571,0.510515873015873,"[[ 14 346]
 [ 10 550]]",0.009724358871210625
4,ACSIncome_10000,SEX,PINCP,k-anonymity,75,75,-0.06024096385542166,-0.044520547945205435,-0.04069358000723278,-0.08252427184466016,-0.038917243893547226,0.6130434782608696,0.7544827586206897,0.6146067415730337,0.9767857142857143,0.5120039682539683,"[[ 17 343]
 [ 13 547]]",0.012915974914024799
4,ACSIncome_10000,SEX,PINCP,k-anonymity,100,100,0.0,0.0,-0.04872570852128899,0.0,-0.04872570852128899,0.6086956521739131,0.7567567567567568,0.6086956521739131,1.0,0.5,"[[  0 360]
 [  0 560]]",0.0
5,ACSIncome_10000,SEX,PINCP,k-anonymity,1,1,-0.050337679768988286,-0.0339883165161976,-0.00930568880528948,-0.07404487568223161,-0.03276699029126218,0.5467391304347826,0.6504610226320201,0.609105180533752,0.697841726618705,0.5068878962763854,"[[115 249]
 [168 388]]",5.449114997403971
5,ACSIncome_10000,SEX,PINCP,k-anonymity,2,2,0.05069213718919985,0.01713663976788471,-0.05486055645088872,0.09757428744693752,-0.07134475657613548,0.5391304347826087,0.6671899529042387,0.5919220055710307,0.7643884892086331,0.479721717131789,"[[ 71 293]
 [131 425]]",0.23138458728127573
5,ACSIncome_10000,SEX,PINCP,k-anonymity,3,3,0.04796517810303835,0.02458453687032891,-0.048721353932823286,0.08435415403274715,-0.06437657254682694,0.5684782608695652,0.6976389946686976,0.6050198150594451,0.8237410071942446,0.5011562178828366,"[[ 65 299]
 [ 98 458]]",0.21044534999067827
5,ACSIncome_10000,SEX,PINCP,k-anonymity,4,4,0.030771630173305975,-0.005155240081343937,-0.0660850414242572,0.08653729533050336,-0.0740926030655008,0.566304347826087,0.6928406466512702,0.6056527590847914,0.8093525179856115,0.5022037315202782,"[[ 71 293]
 [106 450]]",0.23922600461853355
5,ACSIncome_10000,SEX,PINCP,k-anonymity,5,5,0.10053830266882802,0.06616323199875651,-0.048721353932823286,0.1556701030927835,-0.07460857726344461,0.5684782608695652,0.6910505836575875,0.6090534979423868,0.7985611510791367,0.5077970590560519,"[[ 79 285]
 [112 444]]",0.23626517243248343
5,ACSIncome_10000,SEX,PINCP,k-anonymity,6,6,0.09377525509119011,0.0819657267204642,-0.02490654139353754,0.11522134627046687,-0.05745093935172829,0.5760869565217391,0.7004608294930875,0.6112600536193029,0.8201438848920863,0.5117202940943948,"[[ 74 290]
 [100 456]]",0.211790361642366
5,ACSIncome_10000,SEX,PINCP,k-anonymity,7,7,-0.08716344267950904,-0.10713314249446271,-0.07483777665401647,-0.05761067313523349,-0.06130736476896381,0.5706521739130435,0.7045624532535527,0.6030729833546735,0.8471223021582733,0.49773697525496086,"[[ 54 310]
 [ 85 471]]",0.10960183293728828
5,ACSIncome_10000,SEX,PINCP,k-anonymity,8,8,-0.07193122580828104,-0.07855912335012882,-0.05522919216790889,-0.06349302607640994,-0.05176953865599321,0.5673913043478261,0.7020958083832335,0.6012820512820513,0.8435251798561151,0.49456478773025536,"[[ 53 311]
 [ 87 469]]",0.11344551930013129
5,ACSIncome_10000,SEX,PINCP,k-anonymity,9,9,-0.009097740452098657,-0.012344079893268356,-0.04013875826476554,-0.0038811400848999256,-0.049320911864106365,0.5771739130434783,0.7120651369356032,0.6050314465408805,0.8651079136690647,0.501235275515851,"[[ 50 314]
 [ 75 481]]",0.11020866659607909
5,ACSIncome_10000,SEX,PINCP,k-anonymity,10,10,-0.06508310844979226,-0.07252308848101763,-0.05309772154770287,-0.053244390539721076,-0.05247858230961666,0.5706521739130435,0.6991622239146992,0.6063408190224571,0.8255395683453237,0.5034291248320025,"[[ 66 298]
 [ 97 459]]",0.1280327991689475
5,ACSIncome_10000,SEX,PINCP,k-anonymity,25,25,-0.06812199006574005,-0.06832636037459683,-0.05107967730196472,-0.06785930867192247,-0.04715400449997609,0.5826086956521739,0.7205240174672489,0.6051344743276283,0.8902877697841727,0.5014625662107677,"[[ 41 323]
 [ 61 495]]",0.06778101614205115
5,ACSIncome_10000,SEX,PINCP,k-anonymity,50,50,0.015827705337183473,0.018574407730269527,-0.036017599992438254,0.011704063068526449,-0.04529234290470241,0.5945652173913043,0.7397069085833915,0.6043329532497149,0.9532374100719424,0.4999703533876195,"[[ 17 347]
 [ 26 530]]",0.03195012233662547
5,ACSIncome_10000,SEX,PINCP,k-anonymity,75,75,0.0,0.0,-0.047015232216871206,0.0,-0.047015232216871206,0.6043478260869565,0.7533875338753387,0.6043478260869565,1.0,0.5,"[[  0 364]
 [  0 556]]",0.0
5,ACSIncome_10000,SEX,PINCP,k-anonymity,100,100,0.0,0.0,-0.047015232216871206,0.0,-0.047015232216871206,0.6043478260869565,0.7533875338753387,0.6043478260869565,1.0,0.5,"[[  0 364]
 [  0 556]]",0.0
6,ACSIncome_10000,SEX,PINCP,k-anonymity,1,1,0.003359409200784147,-0.0072279892349096375,-0.0342221968442491,0.023325358851674638,-0.06979134226097794,0.5478260869565217,0.6480541455160744,0.6147672552166934,0.6851520572450805,0.5101660563233713,"[[121 240]
 [176 383]]",5.736214642321378
6,ACSIncome_10000,SEX,PINCP,k-anonymity,2,2,-0.009697558004529983,-0.031398180187107494,-0.055387426483183955,0.022727272727272707,-0.07729425431150028,0.5434782608695652,0.6585365853658537,0.6035767511177347,0.7245080500894454,0.49383297241314383,"[[ 95 266]
 [154 405]]",0.2841811529772524
6,ACSIncome_10000,SEX,PINCP,k-anonymity,3,3,-0.060869068691828954,-0.08592848904267592,-0.07852262129085064,-0.020933014354066914,-0.0788604459124691,0.5641304347826087,0.6874512860483243,0.6091160220994475,0.7889087656529516,0.5024876238237057,"[[ 78 283]
 [118 441]]",0.2193927161749132
6,ACSIncome_10000,SEX,PINCP,k-anonymity,4,4,-0.08552694189078591,-0.10917595796488533,-0.07908410894763884,-0.04964114832535882,-0.07833179439827642,0.5543478260869565,0.6751188589540412,0.6059743954480796,0.7620751341681574,0.4973810573887878,"[[ 84 277]
 [133 426]]",0.22991703365281796
6,ACSIncome_10000,SEX,PINCP,k-anonymity,5,5,-0.031871562077694704,-0.04962194027937983,-0.06229657968366353,-0.004784688995215336,-0.07316884762154896,0.558695652173913,0.6828125,0.6061026352288488,0.7817531305903399,0.49752476474115337,"[[ 77 284]
 [122 437]]",0.23802371679029416
6,ACSIncome_10000,SEX,PINCP,k-anonymity,6,6,-0.005005805211366843,-0.034512367038318614,-0.07559146538761674,0.0430622009569378,-0.08169710187001256,0.5728260869565217,0.7006854531607006,0.610079575596817,0.8228980322003577,0.5042468000336968,"[[ 67 294]
 [ 99 460]]",0.2138408303182021
6,ACSIncome_10000,SEX,PINCP,k-anonymity,7,7,-0.04814518738460949,-0.060630526720492184,-0.07246045794552625,-0.02511961722488032,-0.06835484736829267,0.5934782608695652,0.727007299270073,0.6140567200986436,0.8908765652951699,0.5119202771074187,"[[ 48 313]
 [ 61 498]]",0.10400511307699016
